,question,category,answer,choices/0,choices/1,choices/2,choices/3
2519,Trepanation is a term that denotes making a hole in this part of the body.,general,Skull,Hand,Skull,Eyelid,Foot
2520,In what part of the body is the cosmetic procedure known as corneal tattooing done?,general,Eyeball,Inside of the lower lip,Genitals,Eyeball,Tongue
2521,"In which country was eyeball jewelry, or extraocular implantation, developed in 2002?",general,The Netherlands,The United Kingdom,The U.S.A.,India,The Netherlands
2522,In what geographic area is tooth filing practiced?,general,All of these,The Philippines,All of these,Africa,Indonesia
2523,"Which of these procedures is done as a form of ear shaping, which often results in a non-human appearance of the ear?",general,All of these,Pointing,All of these,Amputation,Cutting and cropping
2524,In which of these countries was foot binding practiced?,general,China,Vietnam,India,Peru,China
2525,"What type of body modification is the artificial cranial deformation, in which a part of the body is reshaped by applying force?",general,Deformation of the skull,Deformation of the fingers,Deformation of the skull,Deformation of the ribs,Deformation of the toes
2526,Which of these actors starred in the 2009 movie Angels  Demons?,general,Tom Hanks,Nicolas Cage,Tom Hanks,Robert De Niro,Dustin Hoffman
2527,Who wrote and performed the 1997 hit song Angels?,general,Robbie Williams,Sting,Robbie Williams,George Michael,Elton John
2528,What kind of plant is the Angelica?,general,Herb,Herb,Tree,Fern,Shrub
2529,Basketball has always been a physical sport. This player is a record breaker for the most personal fouls in one NBA season.,general,Darryl Dawkins,Darryl Dawkins,Moses Malone,Joe Dumars,Wilt  Chamberlin
2530,"In 1951, this city set a new record for the most fans at a basketball game.",general,Berlin,New York City,Melbourne,Berlin,Los Angeles
2531,Which is the largest active volcano on Earth?,general,Mauna Loa,Mount Rainier,Mount Etna,Mauna Loa,Merapi
2532,"In 2007, where was a new record for the biggest country flag set?",general,Israel,North Korea,Venezuela,Mexico,Israel
2533,Which was the first music album to sell at least 20 million units?,general,Led Zeppelin - Led Zeppelin IV,Led Zeppelin - Led Zeppelin IV,Pink Floyd - The Wall,Billy Joel - Greatest HitsVolumes I and II,AC/DC - Back in Black
2534,"In 2005, Danny Way became the first person to do this. In the process he attained a speed of over 50 mph. What did he do?",general,Skateboard over the Great Wall of China,Eject from an SST,Skateboard over the Great Wall of China,High dive from the Eiffel Tower,Shoot out of a submarine torpedo tube
2535,This was the largest active passenger airplane for 2007.,general,Airbus A380,Sukhoi 27,Boeing 757,Airbus A380,Boeing 747
2536,The Freedom of the Seas was the largest cruise ship for 2007. It is owned by Royal Caribbean. Which statement is NOT true about this ship?,general,It is about as tall as the CN Tower.,"It displaces about 160,000 tons.","It can carry 3,634 passengers.","It is about 1,112 feet (340 m) long by 184 feet (56 m) wide.",It is about as tall as the CN Tower.
2537,Sportsman Jerry DePoyster is a record breaker in this category.,general,Shortest punt in the NFL,Fastest 100 yard dash on roller skates,Longest field goal in an NBA game,Shortest punt in the NFL,Worst pass completion record in an NFL season
2538,The worlds largest swimming pool in 2007 was in this country.,general,Chile,Chile,Morocco,North Korea,Venezuela
2539,Who is the first performer/band to have at least 36 Billboard Top Ten albums?,general,The Rolling Stones,The Beatles,Elvis Presley,The Rolling Stones,Frank Sinatra
2540,In 1963 this soundtrack broke the record for the most weeks as the number one album on the Billboard charts.,general,West Side Story,The Body Guard,West Side Story,Saturday Night Fever,South Pacific
2541,Which of these performers/bands has had the number one and number two albums on the Billboard chart twice?,general,Guns n Roses,The Rolling Stones,Guns n Roses,Pink Floyd,Frank Sinatra
2542,Who was the first performer to have both the Billboard number one and number two album?,general,Bob Newhart,Willie Nelson,Frank Sinatra,Bob Newhart,Johnny Mathis
2543,This was the worldâs largest university for 2007 (considering total active enrollment.),general,Allama Iqbal Open University,Allama Iqbal Open University,The Ohio State University,Indira Gandhi National Open University,Islamic Azad University
2544,"This luxury U.S. car make was founded in 1902 from what had remained from the Henry Ford Company, and in 1909 it was bought by General Motors.",general,Cadillac,Hummer,Cadillac,Ford,Chevrolet
2545,The first passenger car of this Japanese car make was built in 1936. The brand also operates Lexus and Scion.,general,Toyota,Honda,Toyota,Nissan,Yamaha
2546,"In 1889, this French car brand produced its first automobile, a three-wheeled car powered by steam and designed by Leon Serpollet.",general,Peugeot,Renault,Bugatti,Peugeot,Citroen
2547,"This Italian car make, founded in 1963, has a bull on its emblem.",general,Lamborghini,Lamborghini,Ferrari,Maserati,Alfa Romeo
2548,"The founder of this German car brand produced the first petrol-powered motorcycle in the world, as well as the first gasoline-powered automobile.",general,Mercedes-Benz,BMW,Porsche,Mercedes-Benz,Opel
2549,"This British car make was founded under the name Swallow Sidecar Company in 1922, and is known for its elegant sports cars and luxury saloons.",general,Jaguar,Jaguar,Bentley,Rolls-Royce,Land Rover
2550,"This American car make was founded in 1911, and was purchased by General Motors in 1917.",general,Chevrolet,Hummer,Ford,Chevrolet,Cadillac
2551,"The slogan of this Japanese car make, founded on September 24, 1948, is The Power of Dreams.",general,Honda,Nissan,Suzuki,Honda,Yamaha
2552,"What German car make, founded in 1931, is famous for its high performance luxury automobiles?",general,Porsche,Volkswagen,Mercedes-Benz,BMW,Porsche
2553,"This Italian car brand was founded on June 24, 1910 in Milan. Its badge features a red cross and a serpent devouring a human.",general,Alfa Romeo,Lancia,Fiat,Ferrari,Alfa Romeo
2554,Where did the first reported attacks of the legendary blood-sucking creature called Chupacabra occur?,general,Puerto Rico,Puerto Rico,Brazil,"Texas, USA",Nicaragua
2555,"In February 2004, In Romania the relatives of a dead man called Toma Petre were terrified of the thought that he had become a vampire. What did they do?",general,They exhumed his corpse.,They exhumed his corpse.,They hired a priest to keep an eye on his grave at night.,All of these,They planted garlic on his grave and all around the graveyard.
2556,"What cruel punishment did Vlad III, Prince of Wallachia, who inspired Bram Stokers 1897 novel Dracula, like to impose?",general,Impalement,Skinning alive,Impalement,Burning alive,Blood draining
2557,A popular method of finding a vampires grave involved this animal that would supposedly balk at the grave.,general,Horse,Horse,Chicken,Black cat,Wolf
2558,Which of these plants was believed to scare off vampires and keep them at bay?,general,Wild rose,Hyacinth,Wild rose,Dandelion,Parsley
2559,In 2006 a female corpse dating from the 16th century was found near Venice. According to archaeologists the presence of this object in the corpses mouth was the result of a vampire-slaying ritual.,general,A brick,An animal bones,A glass piece,A crucifix,A brick
2560,"The African vampiric creature, known as Adze, was believed to take the form of this animal in order to hunt children.",general,Firefly,Lizard,Firefly,Snake,Bat
2561,"According to Slavic belief, what type of death caused the soul to become unclean and potentially transformed a corpse into a vampire?",general,All of these,Early death,Violent death,Death of an unbaptized person,All of these
2562,"Which of these diseases has been connected with vampires, as some of the symptoms were interpreted as vampirism?",general,Rabies,Plague,Epilepsy,Rabies,Neurosis
2563,"Which of these serial murderers was nicknamed The Vampire of Sacramento, as he drank the blood and ate the remains of his victims?",general,Richard Chase,Joseph Paul Franklin,Joe Ball,Richard Chase,Jeffrey Dahmer
2564,Name the famous (infamous?) philosopher who posited the concept of The Superman(Der Ubermensch).,general,Nietzche,Marx,Kant,Hegel,Nietzche
2565,Name the young actor who starred in 2006s Civic Duty and whose nicknames include Superman and Dodi.,general,Khaled Abol Naga,Peter Krause,Khaled Abol Naga,Richard Schiff,Ian Tracy
2566,"This concept was popularized in Dostoevskys Notes from the Underground, Pushkins Eugene Onegin and in many of the works of Turgenev.",general,The Superfluous Man,The Super-Tribe,The Superfluous Man,The Total Man,The Super Race
2567,Who played Clark Kent/Superman in the 1948 Superman movie?,general,Kirk Alyn,Jack Larsen,George Reeves,Christopher Reeves,Kirk Alyn
2568,What does C.W. Ettingers book Man into Superman deal with?,general,Cryogenics,Putting computers into humans,Cryogenics,Transplanting animal organs into humans,Transplanting human organs
2569,Which of the following starred in the movie Superfly?,general,Ron ONeal,Ron ONeal,Louis Gossett,Richard Roundtree,Levar Burton
2570,What phobia means fear of making decisions?,general,Decidophobia,Deipnophobia,Defecaloesiophobia,Dementophobia,Decidophobia
2571,What phobia is referred as fear of houses?,general,Domatophobia,Dishabiliophobia,Dysmorphophobia,Domatophobia,Doraphobia
2572,What term means fear of skin diseases?,general,Dermatosiophobia,Dextrophobia,Dermatosiophobia,Dermatophobia,Dentophobia
2574,What does demophobia mean?,general,Fear of crowds,Fear of insanity,Fear of crowds,Fear of demons,Fear of trees
2576,What is the word for fear of horses?,general,Equinophobia,Equinophobia,Ereuthrophobia,Eremophobia,Epistemophobia
2577,This phobia is known as the fear of criticism.,general,Enosiophobia,Ephebiphobia,Entomophobia,Enosiophobia,Eosophobia
2579,What is known as the fear of electricity?,general,Electrophobia,Eleutherophobia,Electrophobia,Emetophobia,Enetophobia
2580,"What do  the male name Thomas and its derivatives Tom, Thom, Tomas, Tomm all mean?",general,Twin,Brave,Doubt,Soldier,Twin
2581,"What is the meaning of the names Paul, Paula, Paulina, Pablo, Paulo, Paolo?",general,"Small, humble","Small, humble","Sacred, hallowed",Gtreat,"Stubborn, obstinate"
2582,"What do the names Matthew, Mathew, Matt and Mat mean?",general,Gift of God,Preacher,God is merciful,Holy star,Gift of God
2584,"What is the meaning of the female names Anastasia, Anastacia, Stacy, Nastassja, Nastia?",general,Resurrection,Martyr,Angelic,Resurrection,River
2585,"The names Robert, Robbie, Rob, Robin, Robyn, Roberto, Bert, refer to what?",general,Bright fame,Long way,Honorable master,Mighty warrior,Bright fame
2586,"What is the meaning of the names Emily, Emma, Amelie, Amelia, Em, Emmie?",general,Rival,Spice,Sympathy,Justice,Rival
2587,"What do the names Henry, Harry, Harrison, Hal, Hank, Enrique mean?",general,Home ruler,Home ruler,Victorious warrior,Active in battle,Abundant land
2588,"What is the origin of the popular feminine names Susanna, Susan, Sue, Suzie, Sanna?",general,Persian,Greek,Persian,Hebrew,Old Germanic
2589,"What is the meaning of the popular names Joseph, Josephine, Jose, Josef, Joe, Joey?",general,The Lord will add.,The Lord is merciful.,The Lord will add.,The Lord is with us.,The Lord loves us.
2590,Which set of numbers is most significant to baseball?,general,"3,4,9","3,4,9","1,83,26","9,13,26","1,7,17"
2591,Which year is most significant to Napoleon Bonaparte?,general,1800 AD,1700 AD,1600 AD,1800 AD,2525 AD
2594,"This U.S. general, born in Little Rock Arkansas, fought in 3 major wars (World War I, World War II, Korean War) and was one of the few men ever to rise to the rank of General of the Army.",general,Douglas MacArthur,Omar Bradley,Dwight Eisenhower,Colin Powell,Douglas MacArthur
2596,"This General, born in Wynnewood Oklahoma, was the U.S. general leading the attack on the Taliban in Afghanistan in response to the September 11th 2001 attacks on the World Trade Center and The Pentagon.",general,Tommy Franks,Matthew Ridgeway,Donald Rumsfeld,Tommy Franks,Colin Powell
2597,"This famous general is considered to be one of the most gifted tactical commanders in United States history. He excelled at the First Battle of Bull Run (where he received his famous nickname), Antietam, and Fredericksburg. Who is he?",general,Thomas Jonathon Jackson,Robert E Lee,Ulysses S. Grant,Tommy Richardson,Thomas Jonathon Jackson
2598,Which general born in New York in 1954 was elected the 10th Commander of the U.S. Central Command?,general,David Petraeus,George Patton,Lloyd Wright,Wesley Clark,David Petraeus
2599,What was the cause of the Malaysia Airlines Flight 653 crash on 4 December 1977?,general,Hijacking,Storm,All of these,Engine malfunction,Hijacking
2600,"What caused the tragedy with the Saudia Flight 163 on August 19, 1980?",general,Fire,The pilot fell asleep.,Fog,A bird,Fire
2601,"Which of these statements is true about the Pan Am Flight 759 disaster that happened on July 9, 1982?",general,All of these,All of these,153 people were killed.,There was only one survivor.,It was flying from Miami to Las Vegas.
2602,Where did the South African Airways Flight 295 crash on 28 November 1987?,general,Indian ocean,Madagascar,Mediterranean sea,Indian ocean,Morocco
2603,What was the cause of one of the deadliest airplane disasters in history that happened on 26 April 1994 with China Airlines Flight 140?,general,Pilot error,Overload,Fire,Pilot error,All of these
2604,"What did the American Airlines Flight 965 crash into on December 20, 1995 in Colombia?",general,Mountain,Another plane,Mountain,Village,Skyscraper
2605,"In which of these New York City neighborhoods did the American Airlines Flight 587 crash on November 12, 2001?",general,Queens,Queens,The Bronx,Brooklyn,Manhattan
2606,"What was the reason for the crash of West Caribbean Airways Flight 708 in Venezuela on August 16, 2005?",general,Engine trouble,Running out of fuel,Engine trouble,Bomb explosion,Hijacking
2607,"Where did the TAM Airlines Flight 3054 deadly accident from July 17, 2007 occur?",general,Brazil,Jamaica,Brazil,United States,Tahiti
2608,"What was the destination of the Air France Flight 447 that crashed on June 1, 2009 in the Atlantic Ocean?",general,"Paris, France","Los Angeles, California, USA","Ottawa, Canada","Rio de Janeiro, Brazil","Paris, France"
2609,"The birthstone of this month is the emerald, and its birth flower is Lily of the Valley.",general,May,May,July,September,November
2611,What month has the garnet for its birthstone and the snowdrop for its birth flower?,general,January,April,January,March,February
2612,The diamond is chosen as the birthstone of this month.,general,April,August,March,April,December
2613,The symbols of this month are the sapphire and the forget-me-not.,general,September,September,July,February,December
2614,What month has the pearl for its birthstone and the rose for its birth flower?,general,June,May,July,March,June
2615,The amethyst is the symbol and birthstone of this month.,general,February,September,April,July,February
2616,The turquoise and poinsettia are symbols of this winter month.,general,December,January,February,All of these,December
2617,"Narcissus is the birth flower of this month, and its birthstone is the aquamarine.",general,March,July,March,May,October
2618,"The calendula, or marigold and the opal are the symbols of this month.",general,October,November,October,February,June
2619,"Which wedding anniversary is celebrated internationally as the Diamond Wedding Anniversary, or Diamond Wedding Day?",general,60th anniversary,60th anniversary,80th anniversary,50th anniversary,40th anniversary
2620,What does the term baseball diamond denote?,general,Baseball field,An award,A female baseball player,Baseball field,A title given to the greatest baseball players
2621,What is the meaning of the term blood diamond?,general,Diamond used for financing wars,Diamond used for financing wars,Red diamond,Stolen diamond,Diamond for which somebody has died
2622,What geographical area does the Diamond Dove populate?,general,Australia,Australia,Europe,Asia,South America
2623,What is the title of the movie in which Marilyn Monroe famously sings the song Diamonds Are a Girls Best Friend?,general,Gentlemen Prefer Blondes,The Prince and the Showgirl,Some Like It Hot,Gentlemen Prefer Blondes,How to Marry a Millionaire
2624,What does the word diamond literally mean?,general,Unbreakable,Magical,Stone,Light,Unbreakable
2625,What actor portrayed James Bond in the 1971 movie Diamonds Are Forever?,general,Sean Connery,George Lazenby,Roger Moore,Timothy Dalton,Sean Connery
2626,"In the US, a record can be certified diamond, if it sells this number of copies.",general,10 million,50 million,10 million,5 million,20 million
2627,What Hollywood actor starred in the 2006 movie Blood Diamond?,general,Leonardo DiCaprio,Leonardo DiCaprio,Tom Cruise,All of these,Johnny Depp
2628,"What is the name of a successful American musician, nicknamed The Jewish Elvis?",general,Neil Diamond,Neil Diamond,Billy Diamond,Rodger Diamond,Walter Diamond
2629,"Topic: Name the Videogame. Characters: Samanosuke Akechi, Princess Yuki,  Nobunaga. What is the right question?",general,What is Onimusha?,What is Devil May Cry?,What is Tenchu: Wrath of Heaven?,What is Genji: Dawn of the Samurai?,What is Onimusha?
2630,Topic: X-Men: This mutant has the ability to teleport. He has blue skin and a tail. His nickname is Nightcrawler. What is the right question?,general,Who is Kurt Wagner?,Who is Kurt Wagner?,Who is Eric Lensherr?,Who is Scott Summers?,Who is Bobby Drake
2631,"Topic: Fast Foods: This restaurant carries Chicken Tenders, Burger Shots and the Double Croissanwich. Ask the right question.",general,What is Burger King?,What is Jack in the Box?,What is Wendys?,What is Burger King?,What is Arbys?
2632,"Topic: Childrens Books. This series, written by Marc Brown, stars this bespectacled aardvark. What is the right question?",general,Who is Arthur?,Who is Arthur?,Who is Junie B. Jones?,Who is Captain Underpants?,Who is Curious George?
2633,The Opel company was founded in 1863 and began making cars in 1899. What was the first name of its founder Opel?,general,Adam,Heinrich,Friedrich,Ludwig,Adam
2634,What did Opel manufacture before it began making cars in 1899?,general,sewing machines and bicycles,boats and steam engines,sewing machines and bicycles,televisions and motorcycles,radio receivers and airplanes
2635,Opel first showed cars of their own design in 1902 at this motor show in Germany.,general,Hamburg Motor Show,Hamburg Motor Show,"Internationale Automobil-Ausstellung, Frankfurt",Hanover Motor Show,"Auto Mobil International, Leipzig"
2636,Which of these important events in the history of Opel happened in 1924?,general,Opel installed Germanys first car production line.,Opel installed Germanys first car production line.,all of these,The company was destroyed by a fire.,Opel opened its first factory outside Germany.
2637,What company bought Opel in 1931?,general,General Motors,FIAT,Darracq S.A.,Chrysler,General Motors
2638,Which of these is the name under which Opel designs are sold in the UK?,general,Vauxhall,Saturn,Vauxhall,Holden,Chevrolet
2639,"Soon after WWII, this Opel model was transferred to the Soviet Union and formed the basis for the Soviet car Moskvitch 400/420.",general,Kadett,Arena,Vectra,Kadett,Rekord
2640,What was the original logo of Opel?,general,a zeppelin,a truck,a zeppelin,none of these,a lightening bolt
2641,What was the name of the light trucks the Opel company began making in 1930?,general,Blitz,Man,Blitz,Magirus,Daimler
2642,Where did Opel open a factory in 1982 for production of the Opel Corsa?,general,"Zaragoza, Spain","Leuven, Belgium","Poznan, Poland","Zaragoza, Spain","Azambuja, Portugal"
2643,This Japanese car brand is among the largest automobile producers on the planet. It was founded in 1909 under a slightly different name.,general,Suzuki,Mazda,Isuzu,Suzuki,Nissan
2645,"This German car brand, founded in 1919, is nicknamed Beamer in English.",general,BMW,Volkswagen,BMW,Opel,Audi
2646,"This Italian manufacturer of sports cars was founded in 1929, and in 1947 it started producing street-legal vehicles.",general,Ferrari,Maserati,None of these,Ferrari,Lamborghini
2647,This British car manufacturer produces high performance vehicles. The company was founded in 1989.,general,McLaren,Land Rover,Rolls-Royce,Jaguar,McLaren
2648,"This U.S. automobile brand produces off-road vehicles, and was established in 1992.",general,Hummer,Ram,Jeep,Maxwell,Hummer
2649,"This Japanese car make was established in 1970, but the first automobile of the brand was released in 1917.",general,Mitsubishi,Mazda,Nissan,Mitsubishi,Suzuki
2650,This French car make was the first outside of the USA to produce automobiles for mass usage.,general,Citroen,Renault,Citroen,None of these,Peugeot
2651,This German car brand was founded by August Horch in 1909.,general,Audi,Opel,BMW,Smart,Audi
2652,"What Italian car make was established on July 11, 1899 in Turin, Italy by Giovanni Agnelli?",general,Fiat,Lancia,Alfa Romeo,Fiat,Maserati
2653,What were the names of the two eccentric women who lived at the estate known as Grey Gardens?,general,Edith and Edie Beale,Edith and Edie Beale,Elizabeth and Victoria Vanderbilt,Natalia and Anna Carlisle,Beatrice and Josephine Rockerfeller
2654,What first lady was the famous cousin of the daughter living at Grey Gardens?,general,Jacqueline Kennedy,Eleanor Roosevelt,Mamie Eisenhower,Jacqueline Kennedy,Nancy Reagan
2655,What was the name of the street on which the Grey Gardens estate was located?,general,Lily Pond Lane,Mallard Way,Lily Pond Lane,Pebblestone Drive,Ocean View Avenue
2656,"The village of East Hampton was shocked upon learning that the two eccentric occupants of the dilapidated Grey Gardens estate were harboring not only cats, but what unusual animals in their attic?",general,Raccoons,Raccoons,Chickens,Bats,Goats
2657,What were the first names of the brothers who directed the documentary about Grey Gardens?,general,Albert and David,Alfred and David,Albert and John,David and John,Albert and David
2658,"In the documentary Grey Gardens, Edie shows a photograph of her younger days as a model and says that it hung in a very unusual place. Where?",general,In the elevator at Macys,At the perfume counter in Tiffanys,In the ladies room at Sax Fifth Avenue,In the elevator at Macys,In the front window of Lord and Taylor
2659,What was the name of the friend and neighbor featured in the documentary Grey Gardens who was an accomplished artist and known as the palmist of East Hampton?,general,Lois Wright,Eloise Gardner,Lois Wright,Louise Fletcher,Madam Louise
2660,Which cat was not referenced in the documentary Grey Gardens by either of the women?,general,Snowflake,Whiskers,Pinky,Champion,Snowflake
2661,The film Grey Gardens premiered at what New York theater?,general,The Paris,The Bijou,The Imperial,The Paris,The Berlin
2662,At what New York nightclub did American socialite Little Edie have a cabaret act for about two weeks?,general,Reno Sweeny,Irma Le Deuce,Reno Sweeny,The Gay Parie,Les Follies
2663,"What is the color of pure gold, which it maintains without oxidizing in air and water?",general,Bright yellow,Bright yellow,Pale yellow,Pale orange-yellow,Ivory
2664,Which of these statements is true about the properties of gold?,general,It is unaffected by air and moisture,It is unaffected by air and moisture,All of these,It is chemically inert,It dissolves in nitric acid
2665,"In what form is gold added to some expensive dishes, especially sweets and drinks?",general,All of these,Gold leaf,Gold flakes,All of these,Gold dust
2666,In the treatment of what serious disease is the isotope gold-198 used?,general,Cancer,Cancer,Rabies,Alzheimers disease,AIDS
2667,"For what medical condition is non-metallic gold beneficial, according to some studies?",general,All of these,Tuberculosis,Rheumatoid arthritis,Inflammation,All of these
2668,Which of these facts refers to gold in its metallic form?,general,It is the most malleable of all metals,It is the most malleable of all metals,It is not a good conductor of electricity,All of these,I is a good insulator of heat
2669,In which of these everyday activities and industrial areas is gold sometimes used?,general,All of these,All of these,Embroidery,Glass industry,Photography
2670,What country is the largest consumer of gold in the world?,general,India,South Africa,India,United Arab Emirates,China
2671,"What internal organs are some gold salts, such as potassium gold cyanide, toxic for?",general,Kidneys and liver,All of these,Brain and skin,Lungs,Kidneys and liver
2672,Which of these countries is a major producer of gold?,general,All of these,South Africa,China,United States,All of these
2673,This US states name means People of the south wind. The buffalo and the honeybee are just two of its symbols. It is located equidistant from the Pacific and the Atlantic Ocean. Susanna Salter (the first woman mayor in the US) was elected mayor of a city in this state.,general,Kansas,Wyoming,Nebraska,Utah,Kansas
2674,The fastest growing nail is on this finger.,general,Middle finger,Thumb,Index finger,All nails grow at the same speed,Middle finger
2676,"George Washington, Thomas Jefferson, and John Adams were all avid players of this game.",general,Marbles,Hide and seek,Scrabble,Monopoly,Marbles
2677,In this country one out of ten people owns a bicycle.,general,Denmark,Belgium,Denmark,Sweden,France
2678,"In order to preserve their elaborate coiffures, these women slept with their heads on bags filled with buckwheat chaff.",general,Geishas in Japan,Oracles in Africa,Queens in Britain,First Ladies in the US,Geishas in Japan
2680,Ailurophobia is fear of these animals.,general,Cats,Horses,Cats,Dogs,Fish
2681,"Finish the proverb:
Poets are born, ________.",general,...not made.,...not made.,...but thats not for sure.,"..., long live the poets!",...but can also be made.
2682,The first product to have a bar code was this.,general,Gum,Gum,Oil,Flour,Wine
2684,"Ernest Vincent Wright wrote a book, called Gadsby, which consisted of 50,000 words, none of which contained this letter.",general,E,O,I,E,A
2686,"On average, a 4-year-old child asks approximately this number of questions a day.",general,437,126,371,74,437
2687,"Benito Mussolini, Napoleon Bonaparte, Alexander the Great, and Julius Caesar were all afraid of these animals.",general,Cats,Dogs,Horses,Cats,Mice
2688,The third largest landowner in New York City.,general,New York University,Donald Trump,City Council,New York University,NYPD
2690,"This talk show host and entertainer began his career as a member of Freddy Martins orchestra, but became popular with nightclub audiences as a solo act. His song, Ive Got a Lovely Bunch of Coconuts became a number one hit.",general,Merv Griffin,Fred Cordova,Merv Griffin,David Geffen,Jerry Lewis
2691,"This group was formed in Detroit, Michigan and its original members were Otis Williams, Melvin Franklin, Paul Williams, Elbridge Al Bryant, and Eddie Kendricks.",general,The Temptations,The Drifters,The Coasters,The Juve Five,The Temptations
2692,The term hippopotomonstrosesquippedaliophobia means abnormal fear of what?,general,Long words,River animals,Long words,Large animals,Pachyderms
2693,New York Alki was a settlement which became part of which US city?,general,Seattle,Atlanta,Orono,Seattle,Savannah
2694,"This US city, whose original name was Terminus, is the county seat of Fulton County.",general,Atlanta,Atlanta,Omaha,Savannah,Orono
2695,"What is the meaning of the word albedo, which comes from Latin?",general,A value for the reflectivity of an object,A bright region on the suns chromosphere,A value for the reflectivity of an object,A disease afflicting canines in which the fur around the tail falls out,An adjustment to a projectiles flight using retro-rockets
2696,"The town of Pilsen, famous for the production of beer, is situated in western Bohemia, in the Czech Republic. It became a town in 1295 when it received its civic charter from which ruler?",general,King Wenceslaus II,Jan Hus,Napoleon,King Wenceslaus II,Rudolf II
2697,"In L.A. Dragnet, which is a 2003 remake of the TV series Dragnet, detective Joe Friday was portrayed by which actor?",general,Ed ONeil,Ed Burrows,Ed ONeil,Ed Burns,Ed Norton
2698,"This actor and director, who took the name Broncho Billy, is best-known as the first star of the Western film genre.",general,Max H. Aronson,Tim Holt,Max H. Aronson,Tom Mix,Charlie Chaplin
2700,"One of the most important buildings in the US - the White House, was gutted in this year.",general,1814,1787,1814,1843,1912
2701,The white pages are a telephone directory listing of the telephone numbers of these entities.,general,Ordinary subscribers,Government officials,Businessmen,Policemen,Ordinary subscribers
2702,There is hardly any one who has not heard the fairy-tale of Snow White. Who was it written by?,general,Brothers Grimm,Gianni Rodari,Charles Perrault,Hans Christian Andersen,Brothers Grimm
2703,The album Whitesnake 1987 by Whitesnake included three of these songs. Which is the odd one?,general,Fool For Your Loving,Here I Go Again,Fool For Your Loving,Still Of The Night,Is This Love
2705,This actor starred in the Hollywood production White Noise (2005).,general,Michael Keaton,Tom Hanks,Michael Keaton,Nicolas Cage,John Travolta
2706,"If you wish to surrender, you will do one of these white things.",general,You will raise a white flag.,You will drive a white car.,You will visit the White House.,You will wear white underwear.,You will raise a white flag.
2707,Doctor Dolittle is the central character of a series of childrens books by this author.,general,Hugh Lofting,J. K. Rowling,Lewis Carroll,L. Frank Baum,Hugh Lofting
2708,Dr. Ross Geller from the TV show Friends teaches paleontology at this university in New York City.,general,New York University,Rockefeller University,Columbia University,New York University,Fordham University
2709,Dr. Watson is the sidekick of Sherlock Holmes. Do you know his first name?,general,John,Oscar,John,George,William
2710,Doctor Zhivago is a character from a novel of the same name by Boris Pasternak. This is the historical background of the story in the book.,general,Russian Revolution,The USSRs collapse,WWII,Russian Revolution,Brezhnevs reign
2712,"Dr. Quinn, Medicine Woman works in this town.",general,Colorado Springs,Boston,Denver,Fort Collins,Colorado Springs
2714,The Strange Case of Dr. Jekyll and Mr. Hyde is a novella written by this person.,general,Robert Louis Stevenson,Robert Louis Stevenson,Thomas Hardy,Neil Gaiman,John Fowles
2715,Which is the only UN member not allowed to be on the Security Council?,general,Israel,The Congo,Israel,Vietnam,Sudan
2717,Who drew the first pollitical cartoon published in an American newspaper?,general,Ben Franklin,Ben Franklin,Samuel Freeman,Dr. Seuss,Thomas Nast
2718,Of which major city was Tammany Hall the leading political power brokers?,general,New York,New York,Boston,Detroit,Chicago
2719,Approximately how fast can a sneeze travel?,general,100 miles per hour,500 miles an hour,100 miles per hour,100 feet per hour,50 feet an hour
2720,Approximately how long does it take a fingernail to grow from the base to the tip?,general,6 months,6 days,6 months,6 weeks,2 months
2721,What does an average single fetus acquire at the age of three months?,general,fingerprints,hair,fingerprints,earlobes,feet
2722,What was Bachs reason in writing the Etudes?,general,Keep his children occupied,Earn money  - they were sold as study  pieces,Show that the harpsichord was inferior to the piano,"Show that he could compose easy pieces, thereby promoting a large number of students to his study",Keep his children occupied
2724,Why was the name Mercedes added to Benz?,general,To make it more appealing to the French,No one knows,To make it more appealing to the French,To make it more feminine,To make it compete with Ford
2725,Which word refers to a person who stuffs and mounts animals for display or study?,general,Taxidermist,Hunter,Taxidermist,None of these,Poacher
2726,M16 is the U.S. military designation for a family of rifles that had a field trial in the early 1960s in what war?,general,Vietnam War,Civil War,Gulf War,Vietnam War,Korean War
2727,"This American shoe company, that offered a job to basketball player Chuck Taylor, was opened  in Malden, Massachusetts in 1908.",general,Converse,Nike,Converse,Airbound,Rebound
2728,Tigers are native to what continent?,general,Asia,Australia,Africa,Asia,America
2729,The ampere is a physical unit measuring what?,general,Electric current,Resistance in wire,Electric current,Speed of Electrons,Voltage
2731,How many balls are on the snooker table at the beginning of the game?,general,22,20,15,19,22
2733,What bird can be associated with the infectious disease Varicella?,general,Chicken,Crane,Hen,Chicken,Blue jay
2734,"What is the missing word in these lyrics taken from a traditional folk song of the Southern United States?
Theres a yellow rose of ______ Im goin for to see,
No other soldier knows her, nobody only me.?",general,Texas,Texas,Kansas,Jasper,Mine
2735,What are the lights in our homes wired in?,general,parallel,circuits,parallel,pairs,series
2736,The telephone handset has two main parts. One is the mouthpiece or transmitter. What is the other one?,general,receiver,telephone wire,receiver,numbers,handpiece
2738,How many stanzas is The Philippine National Anthem composed of?,general,5,4,6,7,5
2744,How many directions does the compass have?,general,4,2,1,3,4
