,question,category,answer,choices/0,choices/1,choices/2,choices/3
4159,Which song by My Chemical Romance was dedicated to Gerard and Mikeys late grandmother?,music,Helena,Helena,To the End,None of these,Im Not Okay
4160,"These lyrics are from which 2004 song by My Chemical Romance:
Youll never make me leave
I wear this on my sleeve
Give me a reason to believe?",music,Thank You for the Venom,Cemetery Gates,Girlfriend in a Coma,Thank You for the Venom,Skylines and Turnstiles
4162,In what year was the band No Doubt founded?,music,1986,1990,1986,1991,1989
4163,Which of these is not a No Doubt song?,music,Cool,Six Feet Under,Cool,Dont Speak,Doghouse
4164,Which No Doubt member did Gwen Stefani date?,music,Tony Kanal,Gabe McNair,Adrian Young,Tony Kanal,Tom Dumont
4165,Which is true about No Doubts hit song Dont Speak?,music,It was originally a love song.,It was not written by any member of the band.,It was originally written in Spanish.,It was originally a love song.,None of these
4167,Where did No Doubt originate?,music,Anaheim,Seattle,Anaheim,San Francisco,San Diego
4168,What year was Gwen Stefani born?,music,1969,1971,1972,1969,1970
4169,Where did No Doubt record their album Rock Steady?,music,Jamaica,Paris,Jamaica,At Gwens home,Disneyland
4170,Which No Doubt song refers to birth control?,music,Six Feet Under,Simple Kind of Life,Marry Me,Six Feet Under,Too Late
4171,"The very first known instrument to use the free vibration of reeds, the basis of accordion music, comes from China. Mention of it is found in the book The Book of Chronicles (Schu-Ching). What was the instrument called ?",music,The Cheng,The Cheng,The Huang Ti,The pan pipe,The hydraulus
4172,Which one of these men is credited with the invention of the modern accordion?,music,Cyrillus Damian,Cyrillus Regal,Sir Charles  Wheatstone,Laslo Portative,Cyrillus Damian
4173,How many accordions are in the standard symphony orchestra?,music,0,0,2,1,4
4174,This man is considered the Father of American Accordionists.,music,Pietro Deiro,Jimmy Stewart,Toots Thielmann,Pietro Deiro,Ted Scrammel
4175,"This man, who is considered the Henry Ford of accordion production, was the first person to mass produce the accordion.",music,Mathias Hohner,Darius Damian,Ted Scrammel,Mathias Hohner,Jimmy Stewart
4176,Which one of these otherwise great men did not play the accordion?,music,Harry Truman,Richard Nixon,Peter Gabriel,Harry Truman,Drew Carey
4177,This musician played accordion on Born in Time from his album Under the Red Sky.,music,Bob Dylan,Bob Dylan,Eddie Cochran,Bob Marley,Ziggy Marley
4178,"In a very famous photo, Graham Washington Jackson plays accordion while he is crying. Why was he crying?",music,Franklin D. Roosevelt died.,Pearl Harbor was attacked.,JFK was killed.,Franklin D. Roosevelt died.,"Martin Luther King, Jr. was killed."
4179,"This comedian said, The least said English sentence is The Delorean belongs to the accordionist.",music,Johnny Carson,Drew Carey,Jay Leno,Johnny Carson,Dave Letterman
4180,This man was the first accordionist to make it big in the jazz world.,music,Art Van Damme,Count Basie,Art Van Damme,Duke Ellington,Jean-Claude Van Damme
4182,When was Lena Horne born?,music,"June 30, 1917","September 15, 1908","June 30, 1917","May 30, 1927","March 22, 1920"
4184,What were the names of Lena Hornes children?,music,Gail and Edwin,Mary and David,Gail and Edwin,Lena and Mark,Jenny and Edwin
4185,Lena Horne is reportedly a descendant of what US Vice President?,music,John C.Calhoun,John C.Calhoun,Elbridge Gerry,Martin Van Buren,George Washington
4186,In 1933 Lena Horne joined what famous clubs chorus line?,music,The Cotton Club,The Cotton Club,Chez Paree,Congo Room,Barnville Club
4188,In 1985 Ms. Lena Horne appeared as herself on what popular television sitcom?,music,The Cosby Show,A Different World,The Cosby Show,Cheers,Growing Pains
4191,What childrens television show did Ms. Lena Horne appear on twice in the 1970s?,music,Sesame Street,Sesame Street,Electric Company,Barney,The Muppet Show
4192,"In 1959, Ms. Lena Horn and Harry Belafonte sang together two songs on this album.",music,Porgy and Bess,Stormy Weather,Jamaica,A Cabin in the Sky,Porgy and Bess
4193,"In 2003, it was announced that this singer would star in the Lena Horne biopic.",music,Janet Jackson,Angela Bassett,Janet Jackson,Nicki Crawford,Alicia Keys
4194,"This John Lennon song, included in his âSome Time in New York Cityâ album, was banned from radios in the USA.",music,Woman Is the Nigger of the World,Crippled Inside,Sunday Bloody Sunday,Oh Yoko,Woman Is the Nigger of the World
4196,John Lennon made a cover of this famous song for his âRockânâRollâ album.,music,Stand By Me,Canât Take My Eyes Off Of You,Fever,Strong Enough,Stand By Me
4197,In 1973 John Lennon released this album whose cover introduced his idea of the conceptual country of Nutopia.,music,Mind Games,Mind Games,Imagine,Walls and Bridges,Wedding Album
4198,How many albums did John Lennon record after his separation from The Beatles?,music,fourteen,ten,five,nine,fourteen
4199,This  John Lennon song dealing with heroin withdrawal symptoms was included on the album âLive Peace In Toronto 1969â.,music,Cold Turkey,Cold Turkey,Purple Hearts,Whatever Gets You Thru the Night,Mind Games
4200,This 1972 album was John Lennons third post-Beatles album and the fifth one recorded with Yoko Ono.,music,Some Time In New York City,Some Time In New York City,John Lennon/ Plastic Ono Band,Mind Games,Imagine
4201,This song by John Lennon was banned from the BBC Radio for explicit content. It was included on the âJohn Lennon/Plastic Ono Bandâ album in 1970.,music,Working Class Hero,God,Imagine,Mother,Working Class Hero
4202,On his 1970 album âJohn Lennon/Plastic Ono Bandâ John Lennon included the song âMotherâ which deals with this issue.,music,the abandonment by his parents,the abandonment by his parents,his relationship with Yoko Ono,his relationship with Paul McCartney,his relationship with his sons
4203,This album by John Lennon was released in 1980 just three weeks before he was murdered.,music,Double Fantasy,Double Fantasy,Milk And Honey,Menlove Ave.,Walls and Bridges
4204,"What was the original name of Chopsticks, the piano piece written in 1877?",music,The Celebrated Chop Waltz,A Staccato Study in C Major,Chopsticks,The Celebrated Chop Waltz,Etude  for Piano in A Minor
4205,Who wrote the march Hail to the Chief  which we often hear when the the President of the United States makes an appearance?,music,Sir Walter Scott and James Sanderson,Frederick Chopin,John Phillip Sousa,Hector Berlioz and Juan-Angel Santiago,Sir Walter Scott and James Sanderson
4206,"Jingle Bells, the first song broadcast from space, was written in this year.",music,1857,1867,1887,1857,1877
4207,The fascinating music of the aria Song of India became popular again in the 20th century when it was arranged by this famous jazz trombonist.,music,Tommy Dorsey,Tommy Dorsey,Curtis Fuller,Louis Armstrong,Jack Teagarten
4208,A Night on Bald Mountain and Pictures at an Exhibition are two of the most popular works by this composer.,music,Mussorgsky,Tchaikovsky,Romanovivtch,Mussorgsky,Rimsky Korsakov
4209,Edvard Grieg composed a very popular suite that was to be incidental music to the dramatization of this Ibsen play.,music,Peer Gynt,The Diary,Hedda Gabler,An Enemey of the People,Peer Gynt
4210,Who wrote the early ragtime composition for piano Maple Leaf Rag?,music,Scott Joplin,Robert Lee Johnson,Scott Joplin,Eubie Blake,James Roger Phillips
4211,"Home on the Range, which was written in the 1870s by Dr. Brewster M. Higley and Daniel Kelley, is the state song of this state.",music,Kansas,Kansas,Iowa,Wyoming,Nebraska
4212,This very popular song was about a former slave who helped win the Battle of San Jacinto.,music,The Yellow Rose of Texas,My Darling Clementine,The Yellow Rose of Texas,She Scurried Neath the Blaze,She Wore a Yellow Ribbon
4213,"This very popular tune, written by Percy Montrose in 1884, was reworked into a Top 40 hit by Bobby Darin.",music,My Darling Clementine,Beyond the Sea,My Darling Clementine,The Yellow Rose of Texas,Artificial Flowers
4214,"He died in abject poverty, although he wrote My Old Kentucky Home (Old Folks at Home), Beautiful Dreamer, Camptown Races and many other popular songs in the USA during the 19th century.",music,Stephen C. Foster,David Kelley,Stephen C. Foster,John  Phillip Sousa,Hector Van Duren
4215,The Blue Danube Waltz was written in 1866 by this composer.,music,J. S. Strauss,F. Mendelssohn,R. Strauss,H. Berlioz,J. S. Strauss
4216,What influential singer was Whitney Houstons godmother?,music,Aretha Franklin,Aretha Franklin,Chaka Khan,Roberta Flack,Dionne Warwick
4217,"Clive Davis, the head of this record label, was so impressed when he saw 20-year-old Whitney Houston perform that he offered her a worldwide recording contract.",music,Arista Records,Universal Music Group,Arista Records,EMI,Electra Records
4218,"Who wrote the song I Will Always Love You, which Whitney Houston covered in 1992 for The Bodyguard soundtrack?",music,Dolly Paton,Aretha Franklin,Patsy Cline,Willie Nelson,Dolly Paton
4219,In what movie does Whitney Houston portray a TV producer in love with a married man?,music,Waiting to Exhale,Cinderella,The Preachers Wife,Waiting to Exhale,Sparkle
4220,In what war conflict was the USA involved when Whitney Houston performed her great rendition of The Star Spangled Banner at Super Bowl XXV?,music,Persian Gulf War,Operation Just Cause,Persian Gulf War,Operation Deliberate Force,War on Terror
4221,Which of these songs is NOT correctly matched with the performer who sang a duet with Whitney Houston?,music,If I Told You That - Elton John,When You Believe - Mariah Carey,If I Told You That - Elton John,"Same Script, Different Cast - Deborah Cox",Could I Have This Kiss Forever - Enrique Iglesias
4222,The Emmy Award-winning song One Moment in Time was recorded by Whitney Houston for which of the following events?,music,the 1988 Summer Olympics,Nelson Mandelas 70th birthday,the launch of the Space Shuttle Endeavour,Nancy Reagans Just Say No Campaign,the 1988 Summer Olympics
4223,"In October 1994, Whitney Houston performed at a state dinner in the White House honoring this political leader.",music,Nelson Mandela,Yasser Arafat,Mikhail Gorbachev,Mahatma Gandhi,Nelson Mandela
4224,Who did Whitney Houston dedicate the song Greatest Love of All to?,music,Muhammad Ali,Bobby Brown,Martin Luther King Jr.,John Houston,Muhammad Ali
4225,Which of Whitney Houstons albums became the first album by a female artist to debut at number one on the Billboard 200 albums chart?,music,Whitney,Whitney,I Look to You,Im Your Baby Tonight,My Love Is Your Love
4226,"Which of Gary Allans songs contains these lyrics?
Trying to keep a candle burnin in a hurricane, thats what its like when you love me and you leave me this way..like a dove cryin out when hes lost the will to fly..yeah, shackled down to the Earth by your long chain of lies..",music,Cant Do It Today,What Kind of Fool,Cant Do It Today,Drinkin Dark Whiskey,See If I Care
4229,"What Gary Allan song do these lyrics come from?
And Ive fought it all my life, and the battles now a war..but Ill get up tomorrow and Ill fight it all once more.",music,The Devils Candy,Whats On My Mind,Im Doin My Best,I Dont Look Back,The Devils Candy
4230,"What song by Gary Allan contains these lyrics?
But the struggles make you stronger, and the changes make you wise..and happiness has its own way of takin its sweet time..",music,Life Aint Always Beautiful,No Damn Good,What Kind Of Fool,Puttin Memories Away,Life Aint Always Beautiful
4232,Who were the founding members of Duran Duran?,music,John Taylor and Nick Rhodes,Simon Le Bon and John Taylor,Roger Taylor and Andy Taylor,John Taylor and Nick Rhodes,Nick Rhodes and Roger Taylor
4233,What is the name of the bar where the band Duran Duran was conceived?,music,The Rum Runner,The Pint,The Rum Runner,The Ale House,The Ragged Tiger
4235,"How are Duran Duran members John Taylor, Roger Taylor, and Andy Taylor related?",music,Theyre not  related at all.,Brothers,Step- Brothers,Cousins,Theyre not  related at all.
4236,Andy Taylor and John Taylors band made a guest spot on what uber-popular 80s show?,music,Miami Vice,The A-Team,Miami Vice,Thats Incredible!,Knight Rider
4238,Which of these traumatic events occured during Jerry Garcias youth and changed his life forever?,music,all of these,all of these,He was involved in a car accident in which a good friend of his was killed.,He lost half of his middle finger in a wood cutting accident.,His father drowned while fly-fishing.
4241,What did Jerry Garcia discover at the age of 15 that was just what he was looking for to have fun?,music,marijuana,marijuana,wine,sex,LSD
4242,Who was Jerry Garcias first idol on guitar?,music,Chuck Berry,Link Wray,Chuck Berry,Chet Atkins,Buddy Holley
4243,What was Jerry Garcias main instrument from 1960-1964?,music,Banjo,Piano,Banjo,Guitar,Violin
4245,Which band was Jerry Garcia a member of?,music,all of these,Sleepy Hollow Hog Stompers,Hart Valley Drifters,all of these,Black Mountain Boys
4246,When was rapper Bow Wow born?,music,"March 9, 1987","May 5, 1989","March 8, 1987","March 9, 1987","May 7, 1986"
4247,What is the name of the rapper who gave Bow Wow his name?,music,Snoop Dogg,Nelly,Snoop Dogg,Nate Dogg,Jermaine Dupri
4248,In what 2002 movie did Bow Wow play a character named Calvin Cambridge?,music,Like Mike,Ugly Betty,All About the Benjamins,Roll Bounce,Like Mike
4249,What city is Bow Wow from?,music,Reynoldsburg,Chicago,Los Angeles,Atlanta,Reynoldsburg
4251,Which one of these artists did Bow Wow not collaborate with prior to 2007?,music,Mario,Lil Wayne,T-pain,Mario,Chris Brown
4252,What is the title of Bow Wows debut album?,music,Beware of Dog,Beware of Dog,Doggy Bag,Unleashed,None of these
4255,What is Bow Wows middle name?,music,Gregory,George,Greg,Shad,Gregory
4256,"His father Earl played banjo with Lester Flatt and he sang You Can Lock Me Up In Jail  Throw Away the Key, But You Cant Keep My Face From Breaking Out. He made his first recording at the age of 13. What is his name?",music,Randy Scruggs,Ray Scott,Randy Scruggs,Ricky Skaggs,Redd Stewart
4257,"This gent sang a song written by Woody Bowles called Youre The Hangnail In My Life, And I Cant Bite You Off. Although he wrote songs for others, his solo Della and the Dealer never broke into the top 10 country hits. He and his mom were inducted into the Oklahoma Country Hall of Fame in 2007. There are not many people with his first name. Whats his full name?",music,Hoyt Axton,Hoyt Axton,Ernest Tubb,Red Foley,Moe Bandy
4258,You Done Stomped On My Heart (and You Mashed That Sucker Flat) was sung and recorded by John Denver. Who wrote the song?,music,Mason Williams,Tom Smothers,Sam Cooke,Mason Williams,Neil Young
4259,You Cant Roller Skate In A Buffalo Herd is a song by the Dang Me artist who is King of the Road and one of the reasons England Swings. Who is he?,music,Roger Miller,Jim Stafford,Roy Acuff,Loudon Wainwright III,Roger Miller
4260,This dude got into a big to-do with the Dixie Chicks and their lead singer about comments she made about President George W. Bush. His first single in 1993 was entitled Shouldve Been a Cowboy. Some folks confuse his last name with his first. Can you pick the correct name?,music,Toby Keith,Boxcar Willie,Jesse Lee,Toby Keith,Rushlow Harris
4261,This lovely lady released You Aint Woman Enough To Take My Man and Dont Come Home a-Drinkin With Lovin on Yo-Mind. Her first and last name initials match. Who is she?,music,Loretta Lynn,Marta McEntire,Cathy Cline,Maria Mandrell,Loretta Lynn
4262,"This ladys song Youre a Hard Dog To Keep Under The Porch was a Top 20 single along with Boys Like You. In 2001 she, along with 20 other artists, organized a tribute to country singer Webb Pierce, which resulted in his induction into the Country Music Hall of Fame. She is considered one of the most influential country artists and was the first female recording producer. What is her name?",music,Gail Davies,Daisy Dern,Sarah Darling,Gail Davies,Amber Dotson
4263,"This country singer, nicknamed The Possum, wrote the song You Changed Your Name From Brown to Jones And Mine From Black to Blue, which was performed by Elvis Costello. He was the husband of Tammy Wynette and also had a nickname caused by his failure to show up at performances because of his alcoholic and cocaine addictions. Who is he?",music,George Jones,Hank Thompson,Tom T. Hall,Roy Acuff,George Jones
4264,What is Aaliyahs real full name?,music,Aaliyah Dana Haughton,Allie Rebbecca Haughton,Aaliyah Josephine Houston,Aaliyah Dana Haughton,Aliya Isaac Houston
4265,When was Aaliyah born?,music,"January 16, 1979","February 17, 1980","January 19, 1976","January 16, 1979","August 25, 1979"
4266,In the 2002 Queen of the Damned movie Aaliyah starred as this controversial but very charismatic character:,music,Queen Akasha,Dutchess Morticia,Poisonous Ivy,Queen Akasha,Queen Vampira
4267,What is the meaning of the name Aaliyah?,music,Ascending,Heavenly child,Most precious,Ascending,Angelic
4268,With which one of these artists did Aaliyah not collaborate throughout her career?,music,Janet Jackson,DMX,Janet Jackson,Missy Elliott,R. Kelly
4269,Rumor has it that Aaliyah was secretly married to this RB star:,music,R. Kelly,Timbaland,Ray J,Usher,R. Kelly
4270,Aaliyahs first major movie role was in Romeo Must Die where she starred alongside this movie star.,music,Jet Li,Chow Yun Fat,Jet Li,Brandon Lee,Jackie Chan
4271,"Aaliyah had many nicknames, but this one doesnt refer to her.",music,Leenah,Liyah,Leenah,Li Li,Baby Girl
4272,Finish the lyrics of Aaliyahs song Try again: Would you give up or try again if...,music,...I hesitate to let you in,...I ever said it hurt back then,...I hesitate to be your friend,...I hesitate to let you in,...I told you that I had a man
4273,When did Aaliyah pass away?,music,"August 25, 2001","September 22, 2001","August 25, 2001","August 2, 2002","September 2, 2001"
4274,"Janet Damita Jo Jackson was born in Gary, Indiana. In what state was she raised as a child?",music,California,California,Arizona,Texas,South Carolina
4275,"What was Janet Jackson mostly criticized for in the beginning of her career, as well as later on?",music,Her voice,Her voice,Her body,Her outfits,Her music
4276,"What album of Janet Jackson was described as an autobiographical tale about her life with her parents, her first marriage, and breaking free?",music,Control,Discipline,Damita Jo,Control,Janet
4277,What song by Janet Jackson was included in the soundtrack of the 1992 movie Mo Money?,music,The Best Things in Life Are Free,The Best Things in Life Are Free,Doesnt Really Matter,Because of Love,Thats the Way Love Goes
4278,What was Janet Jacksons biggest music inspiration back when she was a little girl?,music,Broadway musicals,The Jackson 5,Broadway musicals,Opera,Gospel music
4279,What album of Janet Jackson was described by Michael Saunders of The Boston Globe as a critical self-examination and an audio journal of a womans road to self-discovery?,music,The Velvet Rope,All for You,Janet,Discipline,The Velvet Rope
4280,What type of character did Janet Jackson play in the 2000 comedy movie Nutty Professor II: The Klumps?,music,Professor,Nurse,Professor,Librarian,Kindergarten teacher
4281,In what album was Janet Jacksons single Runaway included?,music,Design of a Decade 1986/1996,Design of a Decade 1986/1996,All For You,Control,The Velvet Rope
4282,"At the 1999 World Music Awards, Janet Jackson received the Legend Award for lifelong contribution to the music industry and outstanding contribution to the pop industry, alongside this iconic artist.",music,Cher,Madonna,Tina Turner,Cher,Diana Ross
4283,"Finish the verse from Janet Jacksons song Doesnt Really Matter: Doesnt really matter what the eyes see, cuz ...",music,...Im in love with the inner being,...Im in love with the inner being,...you bring out all the best of me,... true beauty starts from within,...all we need is the melody
4284,The song Papercut from Linkin Parks album Hybrid Theory is about what kind of feeling?,music,Paranoia,Paranoia,Love,Depression,Pain
4286,The music video of the song Points of Authority from Linkin Parks album Hybrid Theory is about a battle involving robots controlled by whom/what?,music,The members of Linkin Park,Aliens,Angry Badgers,The members of Linkin Park,Music
4288,The song Runaway from Linkin Parks album Hybrid Theory features lyrics about hatred for what?,music,Lies,Ponies,Violence,Hypocrisy,Lies
4290,The song Forgotten from Linkin Parks album Hybrid Theory is one of the most rap-oriented songs on the album. Who does the rapping in Linkin Park?,music,Mike Shinoda,Chester Bennington,Mike Shinoda,Joe Hahn,Dave Phoenix Farell
4293,This genre in electronic music was developed by the dance club DJs in Chicago in the early 80s of the 20th century.,music,House,Trance,Techno,House,Breakbeat
4294,This electronic genre of music is also known as Bristol sound or Bristol acid rap.,music,Trip hop,Dark electro,Grind house,Trip hop,Hip house
4295,"This Sheffield Record Label, founded in 1989, is famous for its numerous alternative electronic artists, such as Aphex Twin.",music,Warp Records,Deviant Records,Warp Records,Cock Rock Disco,Cooking Vinyl
4296,This French electronic musical duo is famous for hiding their faces behind robot masks.,music,Daft Punk,AIr,Daft Punk,Telepopmusic,KLF
4297,"This English electronic music group, consisting of Tom Rowlands and Ed Simons, was first known as The Dust Brothers.",music,The Chemical Brothers,The Chemical Brothers,The Blues Brothers,The Dirty Brothers,The Hip Brothers
4298,This English big beat artist is also known under the name Norman Cook.,music,Fatboy Slim,Overseer,Mr. Scruff,Fatboy Slim,The Bug
4299,"This English electronic group featured Skye Edwards as a vocalist, until she was replaced by Daisy Martey in 2005.",music,Morcheeba,Morcheeba,Babylon Zoo,Fila Brazillia,Bugz in the Attic
4300,The 1998 album Mezzanine was the creation of this Trip hop band.,music,Massive Attack,Aim,Portishead,Massive Attack,Morcheeba
4301,"This French composer, born on 24 August 1948, is regarded as one of the pioneers of electronic music.",music,Jean Michel Jarre,Pascal Kleiman,Pedro Winter,Francis Rimbert,Jean Michel Jarre
4302,Which of these electronic music groups is responsible for the albums The Fat of the Land and Music for the Jilted Generation?,music,The Prodigy,Juno Reactor,Republica,Apollo 440,The Prodigy
4303,Where was Seal born?,music,"London, England","New York City, NY","Oklahoma City, OK","Nigeria, Africa","London, England"
4304,How many middle names does Seal have?,music,4,4,1,0,2
4305,"When Seal was very young, he was sent away to live with a foster family. How old was he when his mother reclaimed him from them?",music,4,13,7,10,4
4307,Paul Wall graduated from what Texas-based High School?,music,Jersey Village High School,Clark High School,Lytle High School,Booker T. Washington High School for the Performing and Visual Arts,Jersey Village High School
4308,"Draped Up Remix, a song by Bun B feat. Paul Wall and others, is dedicated to which DJ/rapper?",music,DJ Screw,DJ Scratch,DJ Eddie Def,DJ Screw,DJ Whookid
4310,Which album by Paul Wall was certified platinum just five weeks after its debut?,music,The Peoples Champ,The Chick Magnet,Get Ya Mind Correct,Controversy Sells,The Peoples Champ
4312,"Which of these performers does the following quote belong to: Without Elvis, none of us could have made it. ?",music,Buddy Holly,Marvin Gaye,Little Richard,Lou Reed,Buddy Holly
4313,Who said You dont need  brains  to like music. ?,music,Luciano Pavarotti,Lou Reed,Frank Zappa,Elvis Costello,Luciano Pavarotti
4314,"There are two kinds of music, the good and the bad. I play the good kind. Who said this?",music,Louis Armstrong,Louis Armstrong,Frank Zappa,Michael Feinstein,B.B.King
4315,Music is the shorthand of emotion. This quotation belongs to which famous artist?,music,Leo Tolstoy,Leo Tolstoy,Harry Truman,"Harry Connick, Jr.",Mick Jagger
4316,"If life were fair, Elvis would be alive and the impersonators dead. Which of these comedians said this?",music,Johnny Carson,Jack Paar,Johnny Carson,Steve Allen,Jay Leno
4317,Its always been my dream to come to Madison Square Garden and be the opening act for Elvis. Which of these people does this quote belong to?,music,Al Gore,Bette Midler,Frank Zappa,Al Gore,Neil Sedaka
4318,Who said Silence is  more musical than any song?,music,Christina Rossetti,Elizabeth  B. Browning,Emily Dickinson,Christina Rossetti,Frank Zappa
4319,"It seems like musicians want to sell a few records and put out a perfume line, and I think its so sad that there are so many musicians, who dont want to change  the world... Music has  been so much more. Which of these performers said this?",music,Moby,Paul McCartney,Bob Dylan,Frank Zappa,Moby
4320,"I hate music , especially when its played. Who said this?",music,Jimmy Durante,Jack Paar,Abby Hoffman,Jimmy Durante,Joseph Kennedy
4321,Which of these quotes belongs to Billy Joel?,music,A typical day in the life of a heavy metal musician consists of a round of golf and an AA meeting.,Canned music is like audible wallpaper.,A typical day in the life of a heavy metal musician consists of a round of golf and an AA meeting.,"This land is your land and this land is my land, sure, but the world is run by people, that never listen to music anyway.",Mozart is sweet sunshine
4322,People today are still living off the table scraps of the sixties. They are still being passed around - the music and the ideas. Who said this?,music,Bob Dylan,Bob Dylan,Jerry Garcia,Frank Zappa,Jerry Rubin
4323,I am not handsome but when  women hear me play they come  crawling. Who said this?,music,Niccolo Paganini,Niccolo Paganini,Elvis Costello,Bono,Ludwig Van Beethoven
4324,"When the power of love overcomes the love of power, the world will know peace. Which of these famous musicians said this?",music,Jimi  Hendrix,Jimi  Hendrix,Elvis Costello,Jewel,Lou Rawls
4325,"The following quote belongs to this famous musician: Whenever society gets  too stifling and the rules get too complex, theres some sort of musical explosion.",music,Slash,Slash,Wes Kessel,Frank Zappa,Eric Clapton
4326,Which of these quotes belongs to Ludwig van Beethoven?,music,Music is a higher revelation than all wisdom and philosophy. Music is the electrical soil in which the spirit lives thinks and invents.,"The whole problem can be stated quite simply by asking,Is there a meaning to music? My answer would be Yes. And can you state it in so many words what the meaning is?  And  my  answer to this  would be No.","When words fail, music speaks.",Music is a higher revelation than all wisdom and philosophy. Music is the electrical soil in which the spirit lives thinks and invents.,Anything that is too stupid to be said is sung.
4327,Which of these wrote Aunt Marion was right. Never marry a musician and never answer the door. ?,music,Charles Schultz,Charles Schultz,Oscar Hammerstein III,Dr. Seuss,Richard Rogers
4328,Which of these quotes belongs to Bob Marley.,music,"One good thing about music. When it hits  you, you feel no pain.","One good thing about music. When it hits  you, you feel no pain.","If I am not making music , I have no reason for existing.","Good music is good music, and everything else can go to hell.",Its okay for musicians not to be womanizers.
4329,"Jazz is the only music, in which the same note can be played night after night but differently each time. Who said this?",music,Ornette Coleman,Wynton Marsalis,Ornette Coleman,Clark Terry,Louis Armstrong
4330,Which of these artists does the following quote belong to: Jazz came to America three hundred  years ago in chains.?,music,Paul Whiteman,Benny Green,Clark Terry,Paul Whiteman,Wynton Marsalis
4331,The memory of things  gone is important to a  jazz musician. Things like old  folks singing in the moonlight in the backyard on a hot   night or  something said  long ago. This quote belongs to which of these performers?,music,Louis Armstrong,Wynton Marsalis,Louis Armstrong,Paul Whiteman,Johnny Carson
4332,Which legendary musician said the following: I always wanted the  sound of Muddy Waters early records - only louder.?,music,Eric Clapton,Eric Clapton,B.B.King,Albert King,Clay Aiken
4333,What is the full name of singer and actress Fergie?,music,Stacy Ann Ferguson,Sarah Angela Ferguson,Stacy Ann Ferguson,Stacy Angela Ferguson,Sarah Ann Ferguson
4334,With which band did Fergie make her music debut?,music,Wild Orchid,Wild Orchid,She debuted as a solo artist.,The Black Eyed Peas,The Pussycat Dolls
4335,"How many Billboard Hot 100 hits did Fergie have with her debut solo album, The Dutchess?",music,5,7,3,5,2
4336,Which hit movie did Fergie write the opening song for?,music,Sex and the City,Sex and the City,What Happens in Vegas?,Hes Just Not That Into You,The Holiday
4338,Who designed the wedding dress Fergie wore when she married in January 2009?,music,Dolce and Gabanna,None of these,Dolce and Gabanna,Vera Wang,Carl Lagherfield
4339,Who did Fergie marry in early 2009?,music,Josh Duhamel,John Mayer,will.i.am,Fred Durst,Josh Duhamel
4340,How much did the wedding cake for Fergies 2009 wedding ceremony weigh?,music,68 kg,58 kg,28 kg,48 kg,68 kg
4342,In what 2009 musical film does Fergie from the Black Eyed Peas play a character named Saraghina?,music,Nine,Eight,Ten,Nine,Seven
4343,"When did Amy Lee and Ben Moody, the founding members of Evanescence, first meet?",music,1994,1995,1993,1994,1992
4344,What does evanescence mean?,music,disappearance,delight,disappearance,darkness,death
4345,How many EPs did Evanescence record in the period 1998-2004?,music,three,five,one,two,three
4347,Which of the following movies did Mandy Moore not appear in?,music,I Know What You Did Last Summer,I Know What You Did Last Summer,Saved,American Dreamz,A Walk to Remember
4348,Which of the following men has Mandy Moore dated?,music,All of these,Andy Roddick,Zach Braff,All of these,Wilmer Valderrama
4349,What actress appeared in Mandy Moores Candy video?,music,Scarlett Johansson,Scarlett Johansson,Drew Barrymore,Christina Applegate,Liv Tyler
4350,What number was Mandy Moore ranked in Stuff magazines 102 Sexiest  Women in the World?,music,67,57,67,47,37
4351,Mandy Moore lent her voice to this 2006 animated Disney movie?,music,Brother Bear 2,Beauty and the Beast,Cinderella,Brother Bear 2,Nemo
4353,What popular male musician was dubbed the King of Rock and Roll?,music,All of these,Elvis Presley,Chuck Berry,All of these,Little Richard
4354,What famous band has been called the Fab Four?,music,The Beatles,The Rolling Stones,The Beatles,Red Hot Chili Peppers,Metallica
4355,What American soul singer was nicknamed the Empress of Soul?,music,Gladys Knight,Chaka Khan,All of these,Gladys Knight,Aretha Franklin
4356,What legendary composer has been called the Father of Modern Music?,music,Mozart,Bach,Beethoven,Chopin,Mozart
4357,This female singer with amazing vocal abilities was dubbed the Voice.,music,Whitney Houston,Whitney Houston,Christina Aguilera,Mariah Carey,Celine Dion
4358,What nickname was given to Frank Sinatra?,music,Chairman of the Board,All of these,Chairman of the Board,His Royal Highness,The Conductor
4359,What American female musician was nicknamed the Queen of Rock and Roll?,music,All of these,Stevie Nicks,Tina Turner,Janis Joplin,All of these
4360,Which of these nicknames has been given to Prince?,music,His Royal Badness,His Royal Madness,None of these,His Royal Badness,His Black Majesty
4361,What famous American rapper was dubbed the King of Rap?,music,Snoop Dogg,Snoop Dogg,Tupac Shakur,Dr. Dre,Jay-Z
4362,What nickname was given to Ella Fitzgerald to honor her talent?,music,First Lady of Song,First Lady of Song,All of these,The Voice of Jazz,Her Majesty
4363,"The black-and-white video for this 1995 song by Michael and Janet Jackson cost millions of dollars, and was nominated for eleven MTV Video Music Awards.",music,Scream,HIStory,Scream,Runaway,Black or White
4364,Who performed the song Die Another Day featured on the soundtrack of the 2002 James Bond movie Die Another Day?,music,Madonna,Sheryl Crow,Celine Dion,Madonna,Cher
4365,"What famous actor was featured as a live reporter in the 1998 music video Victory by Sean Combs, a.k.a. Puff Daddy, P. Diddy, or just Diddy?",music,Danny DeVito,Val Kilmer,Kevin Spacey,Jim Carrey,Danny DeVito
