,question,category,answer,choices__001,choices__002,choices__003,choices__004
918,Why isnt the baby elephant able to control its trunk?,animals,Because it lacks muscle tone,All of these,Because it is too heavy for it,Because it cannot feel it,Because it lacks muscle tone
919,Cockroaches belong to the order Blattaria. What is the meaning of the Latin word blatta?,animals,Cockroach,Cockroach,Annoying,Fast,Pest
920,"Apart from the American cockroach, what other cockroach species is among the best-known pests?",animals,All of these,Oriental cockroach,Asian cockroach,German cockroach,All of these
922,Which of these statements is true about the anatomy of cockroaches?,animals,All of these,"They have two ocelli, or simple eyes.",They have two long antennae on their heads.,All of these,They have large compound eyes.
923,Which of these statements is true about cockroaches?,animals,They have two pairs of wings and six legs.,They are wingless and have six legs.,They have two pairs of wings and six legs.,They have two wings and eight legs.,They have have two wings and six legs.
924,What kind of interesting noise are cockroaches known to produce when they feel threatened?,animals,Hissing,Hissing,Crackling,Whistling,All of these
925,What organs do cockroaches use for the purpose of respiration?,animals,Tracheae,All of these,Gills,Lungs,Tracheae
926,Which of these statements is true about the reproduction of cockroaches?,animals,All of these,All of these,Male roaches use court rituals to attract the female.,"A few species can reproduce through parthenogenesis, or without the need of fertilization.",Males and females attract each other through pheromones.
927,How are cockroaches classified according to the way they deliver their young?,animals,All of these,They are viviparous.,All of these,They are ovoviviparous.,They are oviparous.
928,Which of these statements is true about the cockroaches ability to survive in hard times?,animals,All of these,They are able to slow down their heart rate.,Cockroaches can survive radiation up to 15 times stronger than the lethal dose for humans.,Some roaches can survive without food for about one month.,All of these
929,The pregnancy of this animal lasts from 2 to 3 years depending on the altitude it inhabits.,animals,Alpine Salamander,Spanish Imperial Eagle,Asian Elephant,All of these,Alpine Salamander
930,These animals are usually monogamous and both parents take care of their young.,animals,Swans,Hedgehogs,Swans,All of these,Wolves
931,"For which of these animals is the following description true: The gestation period lasts 35â58 days. Smaller species have 5-6 babies, and larger species - 3-4 babies. The young are born blind.",animals,Hedgehog,Hedgehog,Lizard,Fox,Rabbit
932,Which of the following statements is true about scorpions?,animals,They give birth to their young one by one.,They give birth to their young one by one.,They lay the eggs and they hatch almost immediately.,They lay eggs which hatch after 2 weeks.,None of these
933,The Gastric-brooding frog is an extinct species that is famous for this unique way of incubating its eggs.,animals,The mother swallows the eggs and incubates them inside her stomach.,The mother keeps the eggs inside her mouth until they hatch.,The female keeps the fertilized eggs in pouches along her abdomen.,The female keeps the eggs between her rear legs until they hatch.,The mother swallows the eggs and incubates them inside her stomach.
934,Which of these statements is true about the Jacksons Chameleon?,animals,It gives birth to 8-30 live young.,It lays about 15-30 eggs that hatch in 10 days.,It gives birth to 8-30 live young.,It lays about 5-10 eggs that hatch immediately.,It gives birth to 2-3 live young.
935,"Which of these statements is true about the Echidna, an egg-laying mammal?",animals,The female lays 1 egg which she incubates in her pouch.,The female lays 1 egg that hatches immediately.,The female lays 1 egg which she incubates in her pouch.,The female lays 3-5 eggs and incubates them for 26 days.,The female lays 2 eggs that are incubated by the male for 22 days.
936,Which of these statements is true about the German cockroach?,animals,All of these,The female carries her eggs in a capsule.,The female lays about 40 eggs.,All of these,In rare cases live births can occur.
937,Which of these statements is true about the Seahorse?,animals,All of these,All of these,The male Seahorse has a brooding pouch on the front side of his body.,The male and the female stay together for life.,The female produces dozens to thousands of eggs.
938,Which of these statements is true about the King Penguin?,animals,All of these,They are serially monogamous.,Both parents take part in the incubation.,All of these,The female lays 1 single egg.
939,What name is commonly used to refer to the guinea pig?,animals,Cavy,Netty,Poppy,Willy,Cavy
940,How many times per year is a healthy female guinea pig able to give birth?,animals,Five times,Twice,Seven times,Five times,Once
941,What geographic area did the guinea pig originate from?,animals,South America,South America,Africa,Australia and New Guinea,North America
942,What term is commonly used to refer to the young of the guinea pig?,animals,Pups,Pups,Kits,Calves,Piglets
943,What type of food does the guinea pig naturally feed on?,animals,Grass,Grass,Grains,Green leaved,Nuts
944,The guinea pig is unable to produce this substance in its own body and gets it from its food.,animals,Vitamin C,Saliva,Vitamin C,Stomach acid,Digestive enzymes
945,What plant is poisonous for guinea pigs and should never be offered to them?,animals,All of these,All of these,All plants growing from a bulb,Bracken,Wild celery
946,In this 2009 Walt Disney action comedy movie the main characters are guinea pigs.,animals,G-Force,G-Force,The Fast and the Furry,Darwin,Fluffy Spies
947,What actor voiced the guinea pig character called Rodney in the 1998 comedy movie Dr. Dolittle?,animals,Chris Rock,Jim Carrey,Chris Tucker,Eddie Murphy,Chris Rock
948,The representatives of what guinea pig breed have extremely long hair that never stops growing all over their bodies?,animals,Peruvian,Teddy,Texel,Abyssinian,Peruvian
950,Captive raccoons are known for performing this vacuum activity.,animals,Dousing their food,Dousing their food,Scratching their belly,Playing dead,All of these
951,Which of these regarding the reproduction of raccoons is correct?,animals,Pregnancy can last from 54 to 70 days.,Pregnancy can last from 54 to 70 days.,The male brings food for the young.,None of these,Females usually give birth to only one kit.
952,What animal is a major predator for wild raccoons?,animals,All of these,Coyote,Bald eagle,Bobcat,All of these
953,Raccoons are omnivorous animals but they have a preference for this type of food.,animals,Fruits and nuts,Invertebrates,Birds,Fruits and nuts,Fish
954,What is the most important sense for raccoons?,animals,Sense of touch,Vision,Sense of smell,Hearing,Sense of touch
955,Why is it not recommended to be keep raccoons as pets?,animals,They can be aggressive.,They have and intense odor.,Their fur promotes allergies.,They transmit many diseases.,They can be aggressive.
956,What have raccoons been mostly hunted for throughout history?,animals,Their fur,Their fur,Their bones,Their meat,Their fat
957,What popular cartoon character from a 1995 animated movie keeps a raccoon as a pet?,animals,Pocahontas,Simba,Shrek,Pocahontas,Mulan
958,Studies of raccoons intelligence have shown that raccoons are capable of performing this activity.,animals,Opening locks,Opening locks,Understanding spoken words,Painting,Differentiating sounds
959,"The Ramphotyphlops braminus, a harmless blind snake species, found in Africa and Asia, is often mistaken for this animal.",animals,Earthworm,Black mamba,Dog-faced water snake,Elephant Trunk Snake,Earthworm
960,"How are the young Box turtles classified according to their diet, which differs from the diet of mature Box turtles?",animals,Carnivores,Specialized eaters,Omnivores,Carnivores,Herbivores
961,"What distinctive feature is characteristic of the crocodile species called gharial, or Indian gavial?",animals,Narrow snout,Very short tail,Red spots on its back,Narrow snout,Purple scales
962,"How did the glass lizard, also known as glass snake, get its interesting name?",animals,It breaks easily.,It can climb on glass.,Its eyes are glass-like.,It is almost transparent.,It breaks easily.
963,"What other common name is used for the New Caledonian bumpy gecko, a reptile found only on the southern end of the island of New Caledonia?",animals,Gargoyle gecko,All of these,Gargoyle gecko,Devil gecko,Horny gecko
964,"This snake, the only existing member of its family, can be found in Mexico and has a very muscular body and a shovel-shaped snout.",animals,Loxocemidae bicolor,All of these,Dwarf boa,Pipe snake,Loxocemidae bicolor
965,"What is unique about the reptile called tuatara, which is endemic to New Zealand and is sometimes called living fossils?",animals,It is able to hear though it has no ears.,It has a well-developed third eye.,All of these,It has two rows of teeth in the upper jaw.,It is able to hear though it has no ears.
966,What feature of the turtle species Dermochelys coriacea makes it easily distinguishable from all the other sea turtles?,animals,It has no shell.,It has a very long tail.,It has no shell.,Its body has very vivid colors.,It has a horn on its head.
967,"In what geographical area is the Rock monitor lizard, or Legavaan, found?",animals,Africa,South America,New Guinea,Australia,Africa
968,What is the smallest extant species of crocodilian on the planet?,animals,Musky Caiman,Smooth-fronted Caiman,Musky Caiman,Spectacled Caiman,Yacare Caiman
969,Where is the natural habitat of sloths?,animals,Central and South America,Central and South Asia,Central and South America,Australia and the island of Tasmania,South Africa
970,Which of these is true about the sloths diet?,animals,Sloths are omnivores.,Sloths are carnivores.,Sloths are autotrophic organisms.,Sloths are herbivores.,Sloths are omnivores.
971,Sloths have this number of toes and fingers depending on the family they belong to.,animals,Two or three,Two or three,Sloths do not have toes.,Four or five,One or two
972,What is the the body length of an average mature sloth from head to tail?,animals,50-60 centimeters,90-100 centimeters,70-80 centimeters,30-40 centimeters,50-60 centimeters
973,How many hours of sleep do sloths normally need per day?,animals,Less than 10 hours,20-22 hours,12-13 hours,Less than 10 hours,15-18 hours
975,How long does it take for a sloth to digest its food completely?,animals,A month or more,1 week,More than 2 weeks,A month or more,About 3 months
976,Which of these names does not refer to a sloth?,animals,Rikki-Tikki-Tavi,Ritto,Rit,Rikki-Tikki-Tavi,Ridette
977,How many babies do female sloths give birth to per one pregnancy?,animals,One,Four,Three,One,Two
978,Which of the following statements is wrong?,animals,There are seven living species of sloths.,There are seven living species of sloths.,Two-toed sloths have only six cervical vertebrae instead of seven.,Sloths hairs grow away from their extremities instead of towards them.,Three-toed sloths have nine cervical vertebrae instead of seven.
979,What type of mammal is the kangaroo?,animals,Marsupial,Monotreme,All of these,Amniote,Marsupial
980,What term is used to refer to the young of the kangaroo?,animals,Joey,Joey,Mary,Jack,Wally
981,Which kangaroo species is the largest on the planet?,animals,Red Kangaroo,Antilopine Kangaroo,Western Grey Kangaroo,Eastern Grey Kangaroo,Red Kangaroo
982,What is the difference between the digestion of kangaroos and the digestion of ruminants?,animals,Kangaroos do not release methane.,Nothing,Kangaroos need to consume some animal matter to provide essential digestive bacteria.,Kangaroos do not release methane.,Kangaroos digest plant matter five times faster than ruminants do.
983,What does the diet of all kangaroos consist of in general?,animals,Plant matter,All of these,Plant matter,Fungi,Plant and animal matter
984,"Apart from jumping, kangaroos are known for fleeing from predators using this tactic.",animals,Swimming,All of these,Playing dead,Climbing,Swimming
985,What kangaroo species set a record by moving with 64 kilometers per hour (40 mph)?,animals,All of these,Eastern Grey Kangaroo,Great Grey Kangaroo,All of these,Forester Kangaroo
986,Male Western Grey Kangaroos were nicknamed Stinkers because they have this kind of odor.,animals,Curry,Sour cabbage,Curry,Garlic,Gasoline
987,How do male kangaroos fight to win the privilege to fertilize the female?,animals,All of these,They push each other.,All of these,They kick each other.,They hit each other by boxing.
988,What is the meaning of the word kangaroo according to legend?,animals,I dont understand you.,I dont know.,Look at this!,I dont understand you.,What is this?
989,What other common name is used for a mudpuppy?,animals,Waterdog,Water Canine,Waterdog,Mud Dog,Salamander
990,What type of animal is a mudpuppy?,animals,salamander,skink,eel,fish,salamander
991,What is the average lifespan of a mudpuppy?,animals,11 years,2 years,5 years,11 years,35 years
993,Which of these statements is true about the mudpuppy?,animals,They are nocturnal.,They are nocturnal.,They live in and out of the water.,They are poisonous.,Their lifecycle is divided into three stages.
995,In which of the following states will you not find the mudpuppy?,animals,Texas,Texas,Indiana,Kentucky,Ohio
997,How long is the average mudpuppy?,animals,13-16 inches,1 1/2 -3 inches,5-7 inches,12 inches,13-16 inches
999,Wombats are endemic to this geographical area.,animals,Australia and Tasmania,Australia and Tasmania,South America,Madagascar,Indonesia and the Philippines
1000,What does the diet of wombats consist of in general?,animals,Plants,Small vertebrates,Insects,Plants,All of these
1001,How many babies does the female wombat give birth to every spring?,animals,One,Three,Four,Two,One
1002,What unusual anatomical feature do wombats possess?,animals,Their pouch faces backwards.,Their pouch faces backwards.,They dont have a spleen.,They dont have eyelids.,All of these
1004,Which of these wombat species is also known as Coarse-haired Wombat?,animals,Common Wombat,Southern Hairy-nosed Wombat,Northern Hairy-nosed Wombat,Common Wombat,None of these
1005,What way of defence do wombats use when they feel threatened?,animals,Kicking,All of these,Running,Climbing on trees,Kicking
1006,What is the name of the smallest wombat species on the planet?,animals,Southern Hairy-nosed Wombat,Northern Hairy-nosed Wombat,Southern Hairy-nosed Wombat,Common Wombat,None of these
1007,What should a person do to escape the attack of a wombat in the wild?,animals,Climb a tree,Climb a tree,Run,Play dead,Jump in a river
1009,On which continent can you find the turltle-dove during most of the year?,animals,Europe,Australia,Antarctica,South America,Europe
1010,Which continent does the turtle-dove migrate to in the colder winter months?,animals,Africa,Africa,Australia,North America,Asia
1011,Which of the following statements is true about the turtle-dove?,animals,They are viewed as a symbol of love.,They are not related to the pigeon.,They have never been domesticated.,They are flightless,They are viewed as a symbol of love.
1012,What is the expected lifespan of a turtle-dove?,animals,20 years,28 years,9 months,7 years,20 years
1013,What is the incubation period for turtle-dove eggs?,animals,12-14 days,7 weeks,17-25 days,12-14 days,1 month
1014,Which of the following makes the turtle-dove different from other birds?,animals,They suck to drink instead of tilting their heads back.,They suck to drink instead of tilting their heads back.,When they hatch they can fly within 2 days.,They cannot make any sound.,They can fly backwards.
1016,What are the main colors of turtle-doves?,animals,Brown and gray,Dark orange and gray,Brown and gray,Pale yellow and some black,blue and red
1019,Which of these statements is not true about the vision of bats?,animals,All of these,Most smaller bat species are blind.,All of these,All bat species are able to detect UV light.,All bat species have underdeveloped eyesight.
1020,"What important bone-building mineral do the cartilage of bats finger bones lack, which makes them very flexible?",animals,Calcium,Potassium,Magnesium,Calcium,Iron
1021,"What do megabats, also called flying foxes, feed on?",animals,Fruit and nectar,All of these,Carrion,Insects,Fruit and nectar
1022,How do most bat species spend the cold winter months?,animals,They hibernate.,They migrate south to to regions with warmer climates.,They do not change their behavior in the winter.,None of these,They hibernate.
1023,A bat is featured on the coat of arms of this Spanish city.,animals,All of these,Palma de Mallorca,Fraga,Valencia,All of these
1024,What status does the bat have in Chinese folklore and tradition?,animals,It is a symbol of happiness and longevity.,It is believed to be an incarnated spirit.,It is a symbol of happiness and longevity.,It is considered a bad omen.,It is considered simply a pest.
1025,What city in the US state of Texas is a home of the largest bat colony in North America during the summer?,animals,Austin,Morton,Austin,Houston,Pittsburg
1026,"What name is commonly used when referring to the bat species Vampyrum spectrum, also known as False Vampire Bat?",animals,Spectral Bat,Phantom Bat,Spectral Bat,All of these,Ghostly Bat
1027,What bat species is considered the largest in the world?,animals,Golden-capped fruit bat,Livingstoneâs Fruit Bat,Fijian Monkey-faced Bat,Hammer-headed bat,Golden-capped fruit bat
1028,"What other common name is used for the Kittis Hog-nosed Bat, the smallest bat species in the world?",animals,Bumblebee bat,Wasp bat,Hummingbird bat,Bumblebee bat,Ladybug bat
1029,During what geological time period did the ammonites evolve?,animals,The Devonian period,The Devonian period,The Silurian period,The Triassic period,The Carboniferous period
1031,"Name the largest known species of ammonite, which was found in Germany in 1895.",animals,Parapuzosia seppenradensis,Parapuzosia seppenradensis,Allonautilus perforatus,Nautilus pompilius,Parapuzosia bradyi
1032,What is the greatest depth the shell of a nautilus can withstand before imploding?,animals,800 meters,800 meters,100 meters,300 meters,187 meters
1034,What is the average lifespan of a nautilus?,animals,20 years,10 years,20 years,2 years,40 years
1036,Ammonites became extinct at the end of what geological period?,animals,Cretaceous,Cretaceous,Jurassic,Triassic,Permian
1037,What flower remedy would be most beneficial to a stand-offish horse that gets irritated quickly and has a hard time accepting change?,animals,Beech,Birch,Cerery,Beech,Cerato
1041,Up to how many different Bach remedies can you combine?,animals,7,4,as many as you want to,1,7
1043,Which of the following is used as a cleansing remedy?,animals,Crab Apple,Cherry Plum,Gentian,None of these,Crab Apple
1044,"Salix vitellina is the scientific name of this essence usually given to a horse that appears to sulk, goes into moods and refuses any sort of attention.",animals,Willow,Wild Rose,Wild Oat,Willow,Water Violet
1045,"What kind of animals are the colugos, or cobegos, which is found only in Asia?",animals,Mammals,Mammals,Reptiles,Birds,Amphibians
1046,"What other name is commonly used for the Japanese Macaque, a monkey native to Japan?",animals,Snow Monkey,Snow Monkey,All of these,Whistling Monkey,Storm Monkey
1047,Which of these Asian tortoise species is a very popular pet in many countries around the world?,animals,Russian Tortoise,Cuora,Russian Tortoise,Keeled Box Turtle,Rafetus
1048,"What is the color of the legs, bill and eye rims of the Green Magpie, a small Asian bird with bright green plumage?",animals,Red,Purple,Blue,Red,Bright pink
1049,To which Asian country is the Giant Panda native?,animals,China,Indonesia,India,Japan,China
1050,"What is the name of the smallest bat species on the planet, endemic to the Asian continent?",animals,Kittis Hog-nosed Bat,Mouse-tailed Bat,Sucker-footed Bat,Bulldog Bat,Kittis Hog-nosed Bat
1051,"What name is used for the enigmatic bovid mammal Kting Voar, which is believed to populate Cambodia and Vietnam in Asia?",animals,Snake-eating Cow,Snake-eating Cow,Lizard-eating Goat,All of these,Frog-chewing Sheep
1052,"What sense of the Malayan Tapir, also called Asian Tapir, is underdeveloped?",animals,Eyesight,Eyesight,Hearing,Smell,Touch
1053,"How many horns does the Indian Rhinoceros, found only in Asia, have on its snout?",animals,One,None,Two,Three,One
1054,"What is the favorite food of the Fairy-bluebird, which is found only in Asia?",animals,Figs,Goji berries,Grasshoppers,All of these,Figs
1055,What term is used the denote the terrestrial stage of the development of the young newt?,animals,Eft,Eft,Imago,Elf,Larva
1056,"To what country is the Rhinoderma rufum, a species of frog from the family Rhinodermatidae, endemic?",animals,Chile,India,United States,Chile,Brazil
1057,"What is the literal translation of the Greek word amphibios, from which the modern word amphibian originated?",animals,Both kinds of life,Water and land,Both kinds of life,Two in one,Water and air
1058,What interesting characteristic do all amphibians called caecilians share?,animals,They have no legs.,They have no legs.,They are hermaphrodites.,They have four eyes.,They have external ears.
1059,"What animal does the greater siren, a nocturnal amphibian, resemble externally?",animals,An eel,An eel,A lizard,A gecko,A frog
1060,Which of these statements is wrong about the Glass frogs from the amphibian family Centrolenidae?,animals,They are found mainly in Australia and Tasmania.,They are arboreal animals.,They are found mainly in Australia and Tasmania.,All of these,Their skin is transparent.
1061,"What other interesting name is used commonly to refer to the Purple frog, an amphibian endemic to the Western Ghats in India?",animals,Pignose Frog,Pignose Frog,Chicken frog,All of these,Mole frog
1062,What does the diet of the Eastern Tiger Salamander mainly consist of?,animals,Insects,Shrimp,Leaves,Insects,Fish
1063,"What behavior is typical of the Argentine horned frog, also known as Argentine wide-mouthed frog?",animals,It would eat up anything that comes in its eyesight.,It never stops moving.,It sings almost incessantly.,It would eat up anything that comes in its eyesight.,All of these
1064,Where does the female Suriname Toad keep its eggs until they develop into young frogs?,animals,On its back,In its vocal sac,Between its hind legs,On its back,In its stomach
1065,How many orders of trilobite are there?,animals,10,9,3,15,10
1066,What order of trilobite was the only one to survive the Devonian mass extinction?,animals,Proetida,Proetida,None of these,Phacopida,Lichida
1067,Approximately how many species of trilobite existed over the duration of the Paleozoic?,animals,"17,000","12,000","9,000","17,000","18,000"
1070,What genus and species did the largest complete trilobite fossil ever found belong to?,animals,Isotelus rex,None of these,Isotelus rex,Isotelus maximus,Isotelus brachycephalus
1071,The pygidium refers to what section of a trilobites body?,animals,The tail,The head,None of these,The thorax,The tail
1072,Which of the following is believed to be an ancestor of the trilobites?,animals,Spriggina,Onega,None of these,Spriggina,Trichophycus
1074,To what geographical region is the Aye-aye indigenous?,animals,Madagascar,Madagascar,New Zealand,Tasmania,Hawaii
1075,Which of these statements is true about the lemur Aye-aye?,animals,It is the largest nocturnal primate on the planet.,It is the second smallest primate on the planet.,It is the second largest primate in the world.,It is the smallest nocturnal primate in the world.,It is the largest nocturnal primate on the planet.
1076,"What physical feature does the lemur Aye-aye share with rodents, leading to its original classification in order Rodentia?",animals,Very large incisors,Very large incisors,Inability to vomit,All of these,Similarities in the digestive system
1077,What unusual physical characteristic does the lemur Aye-aye possess?,animals,It has extremely long fingers.,Its pupils are constantly dilated.,It has 4 nipples.,It has extremely long fingers.,All of these
1078,In what places does the nocturnal Aye-aye sleep during the daytime?,animals,On trees,"On a branch, covering its body with a big leaf",Hanging from a branch.,On trees,In holes in the ground
1080,Where did the name of the Aye-aye originate from according to common hypothesis?,animals,All of these,All of these,From the Malagasy expression for I dont know,From the sound made by the animal,From an exclamation
1081,How is the lemur Aye-aye classified according to its diet?,animals,Omnivore,Herbivore,Omnivore,Carnivore,Specialized eater
1082,What is the Aye-aye traditionally associated with according to ancient Malagasy legends?,animals,Death,Future marriage,Rain,Luck,Death
1083,What is the name of the Aye-aye character from the 2005 animated comedy movie Madagascar?,animals,Maurice,Maurice,Marty,Mort,King Julien
1084,To what geographic area is the koala endemic?,animals,Australia,Tasmania,Australia and Tasmania,Australia,Australia and New Guinea
1085,What unique feature do the the fingers of the koala possess?,animals,They have fingerprints.,There are six fingers on each leg.,They have fingerprints.,All of these,Each finger consist of 10 bones.
1086,What does the diet of the koala almost exclusively consist of?,animals,Eucalyptus leaves,Eucalyptus leaves,Grass,All of these,Insects
1087,"What term is used to refer to the infant koala, as well as to any other baby marsupial?",animals,Joey,Jerry,Joey,Jimmy,Jelly
1088,Which of these statements is true about koalas?,animals,They were nearly erased from the planet due to hunting in the early 20th century.,All of these,Keeping a koala as a pet is legal in the USA.,They were nearly erased from the planet due to hunting in the early 20th century.,"In August 1927, 100 000 koalas were killed."
1089,"This fictional koala character, created by author Dorothy Wall, fist appeared in the 1933 book Jacko - the Broadcasting Kookaburra.",animals,Blinky Bill,Nutsy,Jeremy,Noozles,Blinky Bill
1090,What unusual anatomical characteristic does the koala possess?,animals,All of these,The female has two vaginas.,The female has two uteri.,The make has a bifurcated penis.,All of these
1091,The koala is the only animal species on the planet to possess this quality.,animals,Its brain size is extremely reduced.,All of these,It sleeps with open eyes.,"When its hungry, it starts sucking on its tail.",Its brain size is extremely reduced.
1092,"What does the Greek word Phascolarctos, denoting the genus to which koalas belong, mean?",animals,Pouch bear,Ash-colored,Pouch bear,Doesnt drink,Monkey bear
1093,"When anxious, the koala produces a loud sound similar to the cry made by this creature.",animals,Human baby,Baby bear,Crow,Human baby,Rabbit
1094,What is the literal meaning of the word giraffe considering its Arabic origin?,animals,Tall,Unbelievable,Ambiguous,Scary,Tall
1095,Which of these statements is wrong?,animals,The giraffe is the only surviving member of its genus.,All of these,The giraffe is the largest ruminant.,The giraffe is the only surviving member of its family.,The giraffe is the only surviving member of its genus.
1096,What term is used for the behavior exhibited by male giraffes that are engaged in a fight?,animals,Necking,Hoofing,Tailing,Necking,Horning
1097,Giraffes sometimes use their extremely long blue tongues for this purpose.,animals,Cleaning insects from their face,Cleaning insects from their face,Stealing eggs from birds nests,Playing games with other giraffes,All of these
1098,Which of these giraffe subspecies is easily distinguished by the very light colored spots on its body?,animals,West African Giraffe,All of these,South African Giraffe,Somali Giraffe,West African Giraffe
1099,The horns of which giraffes are very often bald on top?,animals,Males,Babies,Females,Males,Very old giraffes
1100,"Of all mammals, giraffes require the least amount of which of the following?",animals,Sleep,Vitamins,Food,Water,Sleep
1101,This artiodactyl mammal is the closest surviving relative of the giraffe.,animals,Okapi,Okapi,Tapir,Llama,Zebra
1102,What is the largest living subspecies of giraffe on the planet?,animals,Masai Giraffe,Masai Giraffe,South African Giraffe,Rothschild Giraffe,Nubian Giraffe
1103,What method of defense do giraffes most often employ against predator attacks?,animals,Kicking,None of these,Kicking,They use their horns,Standing still
1104,What does the name of the zebra literally mean?,animals,Wild ass,Wild ass,Funny horse,Striped,Black-and-white
1106,What animal is the number one predator of zebras?,animals,Lion,Jackal,Lion,Hyena,Crocodile
1107,What is the term denoting a group of zebras that live together?,animals,Harem,Harem,Pack,Stud,Herd
1108,Unfortunately this fictional dog is constantly bullied by his buddy cat.,animals,Odie,Snoopy,Lucky,Goofy,Odie
1109,Which cartoon dog is one of Mickey Mouses best friends?,animals,Goofy,Happy,Minnie,Doggie,Goofy
1110,Which Rough Collie was awarded a star on the Hollywood Walk of Fame?,animals,Lassie,Odie,Honey,Lassie,Beauty
1111,What is the real name of the dog who first played the fictitious dog Benji in the series of Benji films?,animals,Higgins,Benji,Higgins,Arnold,Lassie
1112,"This dog, whose name means barker in Russian, became the first living creature from Earth to enter orbit.",animals,Laika,Mandy,Laika,Lucky,Sporty
1113,"This dog, who first showed up in a Bud Light Beer Super Bowl ad, had a black circle around one eye.",animals,Spuds MacKenzie,Spuds MacKenzie,Blue MacKenzie,Long John,Spottie
1114,"Name the Red Baron hunting Beagle from Charles Schultz popular comic strip, Peanuts.",animals,Snoopy,Scooby,Lassie,Odie,Snoopy
1115,This cartoon Great Dane often needs his nephew headstrong nephew to protect him.,animals,Scooby,Scooby,Odie,Scrappy,Snoopy
1116,"Which of these is the most distinctive feature of one of the largest marine creatures, which is also known to be the best diver - the sperm whale?",animals,Its enormous head,Its huge vivid eyes,Its extremely long tail,Its enormous head,The unique curvatures of its fins
1117,"Giant squids, for long believed to be mythical creatures, are a type of deep-ocean dwelling squid that can grow to a tremendous size. The giant squid also holds the record for the largest organ, in which of these bodily systems?",animals,Visual system,Digestive system,Visual system,Auditory system,Reproductive system
1118,"In Herman Melvilles Moby-Dick, the leading character Ahab, consumed with the desire for revenge for his lost leg, mindlessly pursues a whale nicknamed Moby Dick. What type of whale is Moby Dick, according to the book?",animals,Sperm whale,Sperm whale,Baleen whale,Blue whale,Humpback whale
1119,"This member of the oceanic dolphin family, named for its versatile predatory habits, cannot be mistaken with any other sea creature, due to its distinctive coloration - black back, white chest, sides, and a patch above and behind each eye.",animals,Killer whale,Killer whale,Humpback dolphin,Pilot whale,Spinner dolphin
1120,"In marine science, ichthyology, branch of zoology closely related to marine biology and oceanography, is the study of what?",animals,Fish,Microscopic marine life,Fish,Marine mammals,Marine plant life
1121,"Devilfish, a large species of ray, also called manta, was named such due to which of these characteristic features?",animals,Two pointed lobes on each side of the head,Its pointed tail,Two pointed lobes on each side of the head,Its hunting habits,"Extended, winglike fins"
1122,"Periplaneta americana, Blattella germanica and Gromphadorhina portentosa are all species of this insect.",animals,Cockroach,House fly,Cockroach,Stick Insect,Butterfly
1123,It is the national insect of Canada and the state insect of Texas.,animals,Monarch butterfly,Ladybug,Cricket,Praying Mantis,Monarch butterfly
1124,"Many Royal Navy and US Navy ships are named after this fearful insect. Not just that, but an F/A-18 aircraft and a Honda motorcycle also carry its name.",animals,Hornet,Tarantula,Cicada,Hornet,Yellowjacket
1125,"The scarab, a sacred beetle to Ancient Egyptians, is commonly known as what?",animals,Dung Beetle,Dung Beetle,Stag Beetle,June Bug,Noble Chafer
1126,What is the common length of a full grown male Komodo Dragon?,animals,9 feet,11 feet,8 feet,6 feet,9 feet
1127,The Komodo Dragon is NOT native to which of these islands?,animals,Savalhi,Rinca,Flores,Gili Motang,Savalhi
1128,How heavy was the largest verified wild Komodo Dragon?,animals,365 lbs.,154 lbs.,275 lbs.,200 lbs.,365 lbs.
1130,What is the top speed that a Komodo Dragon can reach?,animals,13 mph,13 mph,6 mph,10 mph,27 mph
1132,Which of these American zoos does NOT house Komodo Dragons?,animals,Bronx Zoo,Honolulu Zoo,Disneys Animal Kingdom,Memphis Zoo,Bronx Zoo
1134,How fast can a black bear run?,animals,48 km/hour,61km/hour,48 km/hour,39 km/hour,53 km/hour
1136,Which of the following is not a nickname for a polar bear?,animals,Great bear,White bear,Great bear,Northern bear,Sea bear
1137,At what age can grizzly bears start to mate?,animals,4 and a half year,9 years,1 and a half year,7 weeks,4 and a half year
1139,How many years does a mother grizzly stay with her cubs?,animals,1and a half to 3 and a half years,5 months to 10 months,1and a half to 3 and a half years,6 weeks to 1 year,7-8 years
1140,How many polar bear subspecies are there?,animals,0,0,3,5,1
1141,Which of these animals usually preys on black bear cubs?,animals,Cougar,Hedgehog,Garden snake,Cougar,Dog
1142,What of these members of the bear family is the largest?,animals,Polar bear,Black bear,Panda,Grizzly bear,Polar bear
1143,Where do orphaned grizzly cubs Grinder and Coola live?,animals,British Columbia,Yukon,Northwest Territories,British Columbia,Ontario
1147,How many eggs does a turkey usually lay?,animals,8-15,8-15,4-12,6-13,4-8
1153,How fast can a domestic cat sprint?,animals,30 MPH,15 MPG,30 MPH,17 MPH,25 MPH
1154,Which of these statements if true about a cat?,animals,Their urine glows under a black light.,Their urine glows under a black light.,Normal body temperature for a a cat is 95 degrees Fahrenheit.,They take about 50 breaths per minute.,They walk on the bottoms of their feet.
1156,"According to a survey, what percentage of American cat owners admit to blow drying their feline after giving it a bath?",animals,25%,15%,70%,25%,5%
1157,Which type of cat is almost always female?,animals,Calico,Calico,White,Persian,Siamese
1158,Cats have 517 of these in their entire body.,animals,Muscles,Claws,Whiskers,Muscles,Bones
1160,What year was the very first cat show held?,animals,1895,1895,1926,1877,1901
1161,Which of these is not one of the most popular names for female cats in the USA?,animals,Socks,Missy,Pumpkin,Socks,Tigger
