,question,category,answer,choices__001,choices__002,choices__003,choices__004
2818,John Travolta starred opposite this actress in the 2000 comedy movie Lucky Numbers?,celebrities,Lisa Kudrow,Daryl Hannah,Angelina Jolie,Jennifer Aniston,Lisa Kudrow
2819,In which Austin Powers movie did John Travolta make a cameo appearance?,celebrities,Austin Powers in Goldmember,Austin Powers in Goldmember,All of these,Austin Powers: The Spy Who Shagged Me,Austin Powers: International Man of Mystery
2820,Which statement is true about Don Ricles birth?,celebrities,"He was born in 1926 in New  York City, New  York.","He was born in 1926 in New  York City, New  York.","He was born in 1928 in Chicago, Illinois.",He was born in 1927on a boat coming to the USA.,"He was born in 1925 in Philadelphia, Pennsylvania."
2821,Which statement is true about  Don Rickles service in World War II?,celebrities,He served in the US Navy from graduation through 1946.,He served in the US Air Force from graduation through 1946.,He served two years from 1944-1945 in the US Army Rangers.,He served in the US Navy from graduation through 1946.,He served three years in the US Marines.
2822,After serving in the military Don Rickles studied at this famous school.,celebrities,The American Academy of Dramatic Arts,New York University,The Yale Drama School,The American Academy of Dramatic Arts,The Actors Studio
2823,What was Don Rickles first big movie?,celebrities,"Run Silent, Run Deep",That Touch of  Mink,"One, Two, Three",That Touch of  CLass,"Run Silent, Run Deep"
2824,"As he was getting few movie roles, Don Rickles switched to comedy. What type of stand-up best describes his act?",celebrities,insult comedy,ethnic accents and comedy,situational humor,impersonations,insult comedy
2825,Many people compare Don Rickles act to the humor of this comedian.,celebrities,Jack E. Leonard,Jerry Seinfeld,Myron Cohen,Jack E. Leonard,Henny Youngman
2826,Which of these is not one of Don Rickles nicknames?,celebrities,The Master of the One-Liners,The Master of the One-Liners,Mr. Warmth,Bullet head,The Merchant of Venom
2827,Which comic great is Don Ricles best friend?,celebrities,Bob Newhart,Tom Poston,Andy Grifith,Bob Newhart,Henny  Youngman
2828,Which movie did not have Don Rickles in its cast?,celebrities,Pajama Game,Muscle  Beach Party,Pajama Game,Bikini Beach,Pajama Party
2830,Don Rickles first two TV shows were not very successful. One was The Don Rickles Show. What was  the name of the other one?,celebrities,CPO Sharkey,Rickles Tonight,The Stand Up,The Don Rickles Comedy Hour,CPO Sharkey
2831,Don Rickles was in this 1970 Clint Eastwood movie.,celebrities,Kellys Heroes,Honkytonk Man,Every Which Way Loose,Kellys Heroes,Any Which Way You Can
2832,Don Rickles performed at the second inaugural of this US President.,celebrities,Reagan,Bush,Nixon,Clinton,Reagan
2833,Don Rickles has said that his role in this movie is his favorite.,celebrities,Toy Story,Toy Story,Heat,Bronco Billy,Pajama Party
2834,What is the title of Don Rickles  very successful autobiography?,celebrities,Rickles Book,The Don Rickles Project,Mr. One-Liner,"Don Rickles, A Life",Rickles Book
2835,"When performing his stand-up, Mr. Don Rickles is usually introduced with this type of music.",celebrities,Bull fight music,Klezmer,Bull fight music,Classical music,Cool Jazz
2836,Which statement is true about Don Rickles personal life?,celebrities,He has been married to one woman for many years.,He has been married to one woman for many years.,He has no children.,He has never been married.,He has been married three times.
2837,"In 2006, this legendary basketball player and his wife, Juanita, announced that they filed for\ndivorce after seventeen years of marriage.",celebrities,Michael Jordan,Dennis Rodman,Michael Jordan,Karl Malone,Bill Bradley
2838,Tom Cruise was born on July 3rd of this year.,celebrities,1962,1962,1971,1964,1959
2840,"Tom took up acting after having an injury in high school, while playing this sport.",celebrities,wrestling,hockey,football,wrestling,soccer
2841,Which one is not one of Toms sisters?,celebrities,Mary Lee,Mary Lee,Cass,Leanne,Marian
2843,Before graduating high school Tom contemplated becoming this.,celebrities,Priest,Sports Coach,Priest,Actor,Teacher
2844,Tom turned down a role in this movie.,celebrities,Edward Scissorhands,The Color of Money,Oceans Eleven,Independence Day,Edward Scissorhands
2845,In 1996 Tom became the 1st actor in history to star in five consecutive films that grossed $100 million at the box office.  Which is not one of those movies?,celebrities,Mission Impossible II,Jerry Maguire,The Firm,Mission Impossible II,Interview with the Vampire
2846,"Complete the lyrics of the opening track on Led Zeppelins third album, Led Zeppelin III:\nAh, ah,\nWe come from the land of the ice and snow,\nFrom the midnight sun where the hot springs blow.\nThe hammer of the gods will..........",celebrities,drive our ships to new lands,drive our ships to new lands,whisper tales of gore,be the western shore,make us overlords
2847,"Complete these lyrics from All my Love, a song recorded by Led Zeppelin in 1979:\nFor many hours and days that pass ever soon\nthe tides have caused the flame to dim\nAt last the arm is straight, the hand to the loom...",celebrities,Is this to end or just begin?,Is a feather in the wind.,Is this to end or just begin?,"All of my love, all of my love, All of my love to you.","For me, the cloth once more to spin"
2848,"Complete these lyrics from Stairway to Heaven, written by Led Zeppelin vocalist, Robert Plant:\nAnd its whispered that soon if we all call the tune\nThen the piper will lead us to reason.\nAnd a new day will dawn for those who stand long ...",celebrities,And the forests will echo with laughter,"Ooh, it makes me wonder",And shes buying a stairway to heaven,And the forests will echo with laughter,Theres still time to change the road youre on
2849,"Complete these lyrics from  Led Zeppelins, Dancing Days:\nDancing days are here again as the summer evenings grow\nI got my flower, I got my power....",celebrities,I got a woman who knows,I got a star that glows,I got a woman who knows,I got a lion standing alone,I got a tadpole in a jar
2850,"Complete these lyrics from Led Zeppelin song, The Rover:\nTraversed the planet when heaven sent me. I saw the kings who rule them all\nStill by the firelight and purple moonlight. I hear the rested rivers call\nAnd the wind is crying, from a love that wont grow cold\nMy lover, she is lying...",celebrities,on the dark side of the globe,on the mountain snow,on the grassy knoll,on the dark side of the globe,on the dark side of the moon
2851,"Complete these lyrics from Good Times, Bad Times, a song which appeared on Led Zeppelins debut album:\nGood times, bad times, you know I had my share;\nWhen my woman left home for a brown eyed man,\n...............................................",celebrities,"Well, I still dont seem to care",But we aint ever gonna part,I find my way into the same old jam,Ive tried to do all those things the best I can,"Well, I still dont seem to care"
2852,"Complete these lyrics from Led Zeppelins song Black Dog:\nHey, hey, mama, said the way you move\ngonna make you sweat, gonna make you groove.\nOh, oh, child, way you shake that thing\ngonna make you burn, gonna make you .......",celebrities,sting,bring,ring,sing,sting
2853,"Complete these lyrics from Led Zeppelins song, Over the Hills and Far Away:\nHey lady you got the love I need\nMaybe more than enough.\nOh Darling Darling Darling ...........",celebrities,walk a while with me...,walk a while with me...,You really ought to know,many times Ive listened,cant see the open road
2854,"âMan, I was tame compared to what they do now. Are you kidding? I didnât do anything but just jiggle.â\nAt what famous venue were these words uttered by Elvis Presley?",celebrities,Madison Square Garden,Radio City Music Hall,Nashville Opry Center,Boston Garden,Madison Square Garden
2855,What former New York Yankee has an older sister who is a famous food critic and cookbook writer?,celebrities,Paul ONeill,Paul ONeill,Ron Guidry,Don Mattingly,Tino Martinez
2856,"This legendary sports columnist, the father of TV talker Maury Povich, spent almost 50 years at The Washington Post. His long, distinguished career ended when he died in 1998 at the age of 92.",celebrities,Shirley  Povich,Shirley  Povich,Carol Povich,Evelyn Povich,Brooke Povich
2857,This versatile cast member of Saturday Night Live was preceded into show business by her mother Minnie Riperton whose pop song Lovin You was a hit single in 1975.,celebrities,Maya Rudolph,Tina Fey,Amy Poehler,Rachel Dratch,Maya Rudolph
2858,"Who is the stepson of Eve Ensler, the actress and writer who created The Vagina Monologues in 1996?",celebrities,Dylan McDermott,Dermot Mulroney,Dylan McDermott,Denis Leary,Steve Buscemi
2859,"Long before Michael Nesmith gained fame in the rock band The Monkees, his mother Bessie made her own fortune as the inventor of this indispensable office product.",celebrities,Liquid Paper,Crazy Glue,Post-it note,Paperclip,Liquid Paper
2860,"Angelo Bartlett Giamatti, the father of Oscar-nominated actor Paul Giamatti, briefly served as Commissioner of Major League Baseball in 1979. What major university did he preside over prior to that?",celebrities,Yale University,Columbia University,Harvard University,Princeton University,Yale University
2861,"Which former army captain and helicopter pilot, son of an Air Force general, eventually became a major songwriter, singer, and actor?",celebrities,Kris Kristofferson,Michael Bolton,Kris Kristofferson,Michael McDermott,Billy Bush
2862,"This designer and owner of a huge womens furnishings enterprise is also respected for his social activism, which delights his politically liberal father-in-law Mario Cuomo, the former governor of New York.",celebrities,Kenneth Cole,Michael Kors,Ralph Lauren,Kenneth Cole,Calvin Klein
2863,"A rock journalist (whose original first name was Mark) won the National Book Critics Circle Award for his 1995 memoir  Shot In The Heart. The book tells the true story of the authors relationship with his infamous sibling, a convicted and executed murderer. What was the name of the murderer?",celebrities,Gary Gilmore,Gary Gilmore,Aileen Wuornos,Albert deSalvo,Ted Bundy
2864,"Diana Nemerov, an internationally acclaimed photographer, committed suicide some 12 years after her divorce from a young actor whom she had married against her wealthy parentsâ wishes. Name the actor, who is best known for his frequent appearances on M*A*S*H*.",celebrities,Allan Arbus,William Christopher,Allan Arbus,Larry Linville,McLean Stevenson
2865,"The author of these words -- American actor, writer, and stand-up comedian, is known for his ironic, witty, and sometimes confusing jokes and lines.\nI have a large seashell collection, which I keep scattered on beaches all over the world.",celebrities,Steven Wright,Gilbert Gottfried,George Carlin,Paula Poundstone,Steven Wright
2866,"This great comedian, whose career spanned vaudeville, film, radio, and television, was especially popular for the team performances with his wife - the well-known comedienne Gracie Allen.\nThe most important thing to succeed in show business is sincerity. And if you can fake that, youve got it made.",celebrities,George Burns,George Burns,George Wallace,George Carlin,George  Cambridge
2867,Which famous American comedian made this ironic statement about marriage?\nI love being married. I was single for a long time and I just got so sick of finishing my own sentences.,celebrities,Brian Kiley,George Tyler,Freddie Roman,Jim Gaffigan,Brian Kiley
2868,"This famous one-liners author starred along Roberto Benigni in 2003s, Coffee and Cigarettes.\nI was coming back from Canada, driving through Customs, and the guy asked Do you have any firearms with you? I said: What do you need?",celebrities,Steven Wright,Emo Phillips,Steven Wright,Louis Black,George Carlin
2869,"Although this comedian initially considered becoming a lawyer, he eventually got into comedy.\nMy father heard the story of the Menendez brothers. He quit playing the lottery. He said âScrew it, Iâve got twelve kids. Any one of them could snap.",celebrities,Paul Rodriguez,George Lopez,Paul Rodriguez,Tino Tavaras,Carlos Mencias
2870,"A grandmother is watching her grandchild playing on the beach when a huge wave comes and takes him out to sea. She pleads, please God, save my only grandson. I beg of you, bring him back. And a big wave comes and washes the boy back onto the beach, good as new. She looks up to heaven and says: He had a hat!\nThe author of this joke was a popular American comedian, storyteller, and nightclub entertainer famous for his imitations of foreign accents.",celebrities,Myron Cohen,Don Adams,Myron Cohen,Jackie Mason,Henny  Youngman
2871,"This English-born American comedian, who was also a violinist, is well known for his âone-liners, which were short and simple but at the same time very effective.\nTwo cars collide. The paramedic asks one of the victims, an elderly Jewish man: Are you comfortable? The man answers: I make a good living.",celebrities,Henny Youngman,George Burns,Myron Cohen,Jerry Seinfeld,Henny Youngman
2872,"This comedian dropped out of high school to pursue a show business career and became one of the most popular stand-up comedians in the United States, due to the casual, razor-sharp wit of her performances. Here is a line delivered by her.\nâAdults are always asking little kids what they want to be when they grow up because theyre looking for ideasâ?",celebrities,Paula Poundstone,Paula Poundstone,Roseanne Barr,Franny Brice,Lucille Ball
2873,"The following line belongs to an American stand-up comedian, who made his debut on the Tonight Show with Johnny Carson on April 19th, 1989:\nI voted for the Democrats because I didnt like the way the Republicans were running the country. Which is turning out to be like shooting yourself in the head to stop your headache.",celebrities,Jack Mayberry,Gary Shandling,Jack Mayberry,Gilbert Gottfried,Louis Black
2874,"The author of the following line is a Jewish American stand-up comedian and actor, noted for his grating voice and tendency to shout a lot during performances.\nLast night I was having dinner with Charles Manson, and in the middle of dinner he turned to me and said Is it hot in here, or am I crazy?",celebrities,Gilbert Gottfried,Gilbert Gottfried,David  Letterman,Richard Lewis,Emo Phillips
2875,"In this movie Joe Buck bragged, Well, sir, I aint a freal cowboy. But Im one helluva a stud.\nWhat is the only X-rated movie to win an Oscar for Best Picture?",celebrities,Midnight Cowboy,My Heroes Have Always Been Cowboys,Midnight Cowboy,Coming Home,Klute
2876,"Complete these lyrics from Led Zeppelins song, Black Dog:\nHey, hey, mama, said the way you move\nGonna make you sweat, gonna make you groove.\nOh, oh, child, way you shake that thing\nGonna make you burn, gonna make you sting\nHey, hey, baby, when you walk that way.",celebrities,"Watch your honey drip, cant keep away.","Watch out honey, keep away.","Watch out love, I cant keep away.","Watch your money, its slipping away.","Watch your honey drip, cant keep away."
2877,"Complete these lyrics from Led Zeppelins song All My Love, written by Robert Plant and John Paul Jones:\nYours is the cloth mine is the hand that sews time.\nHis is the force that lies within.\nOurs is the fire, all the warmth we can find .",celebrities,He is a feather in the wind.,He is the feather that longs for wind.,He is a feather in the wind.,He is the wind between you and me.,He is the fire with out wind.
2878,"Complete these lyrics from Led Zeppelins song, For Your Life:\nwhen you blow it, babe\nYou got to blow it right\nOh baby, if you fake it, mama\nBaby, fake with all your might\nWhen you fake it, mama\nPlease fake it _________",celebrities,right,just right,right,tight,all night
2879,Complete these lyrics from Led Zeppelins song Heartbreaker:\nHey fellas have you heard the news?\nYou know that Annies back in town?\nIt wont take long just watch and see\nHow the fellas lay their money down.\nHer style is new but the face is the same,celebrities,As it was so long ago,The song remains the same,Her dance never did change.,She dont long to know your name.,As it was so long ago
2880,"Complete these lyrics from Led Zeppelins blues rock song Since Ive Been Loving You:\nWorking from seven to eleven every night,\nIt really makes life a drag, I dont think thats right.\nIve really been ....................",celebrities,the best,upset,the same,the best,a hero
2881,"The following lyrics are from the first track of Led Zeppelins album, Houses of the Holy:\nI had a dream, Oh, yeah, Crazy dream, uh-huh.\nAnything I wanted to know, Any place I needed to go\nHear my song\nYeah...People dont you listen now? Sing along!\nOh, You dont know what youre missing now.\nAny little song that you know.",celebrities,The Song Remains the Same,The Song Remains Are the same,The Song Remains the Same,The Song Remains Too Long,The Song Never Ends the Same
2882,"Complete these lyrics from The Rain Song, a love ballad by Led Zeppelin:\nYou are the sunlight in my growing-\nso little warmth Ive felt before.\nIt isnt hard to feel me glowing-\nI watched the fire that grew so low.\nIt is the summer of my smiles-\nflee from me Keepers of the Gloom.",celebrities,Speak to me only with your eyes,Speak to my heart of only we know.,Speak to me the words that dont come out right.,Speak to me throughout the darkened moon light,Speak to me only with your eyes
2883,"Complete these lyrics from Led Zeppelins song, Sunshine Woman:\nShe got a ___________\nShine like gold\nGot a mortgage on my body\nGot a lien on my soul.",celebrities,little diamond,little fire,little island,little diamond,little secret
2884,"Complete these lyrics from Led Zeppelins song, Nadine:\nI got on a city bus and found a vacant seat,\nI thought I saw my future bride walking up the street,\nI shouted to the driver hey conductor, you must slow down.",celebrities,I think I see her please let me off this bus.,I think I see her please let me off this bus.,"Please stop ,she has given me a rush.",My dream women you must stop at once.,Conductor slow down your going to kill all of us.
2885,"My favorite health club is the International House of Pancakes. Because no matter how much you weigh there will always be someone there who weighs 150 pounds more than you will ever weigh.\nThese words belong to what Jewish-American stand-up comedian, whose autobiography is entitled Nothings Sacred?",celebrities,Lewis Black,Lewis Black,Jim Hannigan,Jeff Foxworthy,Chris Rock
2886,Finish these lyrics from Jimmy Buffetts song Cheeseburger in Paradise:\nCheeseburger in paradise (paradise)\nHeaven on earth with an onion slice (paradise)\nNot too particular not too precise (paradise)\nIm just a .......................,celebrities,cheeseburger in paradise,beach bum with an ocean view,sesame seed guy,cheeseburger in paradise,lost soul without you
2887,"Complete the chorus of this song by Jimmy Buffett:\nCant you feel em closin in, honey\nCant you feel em schoolin around\nYou got fins to the left, fins to the right\nAnd youre the only ...........................",celebrities,girl in town,one around,catch around,bait that can be found,girl in town
2888,"Complete the lyrics of this song, performed by Jimmy Buffett:\nI really do appreciate the fact youre sittin here\nYour voice sounds so wonderful\nBut yer face dont look too clear\nSo bar maid bring a pitcher, another round o brew\nHoney, why dont we ........................",celebrities,get drunk and screw,lay down real soon,get drunk and screw,have fun and brew,drink up and get rude
2889,"Complete these lyrics from a song by Jimmy Buffett:\nYeah, they send you off to college, try to gain a little knowledge,\nBut all you want to do is ..................",celebrities,learn how to score,study real hard,pick up some girls,party every night,learn how to score
2890,Complete the lyrics from this Jimmy Buffett song:\nHe said I ate the ___ _____in Paris\nI took the last plane out of Saigon\nTook the first fast boat to China\nAnd Jimmy theres still so much to be done.,celebrities,last mango,worst brie,last mango,only burger,best quiche
2891,"What are the missing words in the lyrics of this Jimmy Buffett song:\nYes and if I had that money, honey\nId strap you in beside me (in your strapless)\nAnd never ever leave you\nLeave you at home ....................?",celebrities,all alone and cryin,all alone and cryin,without me,with Molly,with the dog
2892,"Complete the chorus of  Jimmy Buffetts song Come Monday:\nCome Monday, itll be all right\nCome Monday, Ill be holdin you tight\nI spent four lonely days in a brown L. A. haze\nAnd I just want ........................",celebrities,you back by my side,you back on my side,to never leave you alone,you back by my side,to get back home
2893,Finish these lyrics from Jimmy Buffetts song Volcano:\nNow I dont know\nI dont know\nI dont know where Im a gonna go\nWhen the .........................,celebrities,volcano blow,volcano blow,ocean swells up,snow falls down,earthquake hits
2894,"Finish the lyrics of this 1978 song by Jimmy Buffett:\nSon of a son, son of a son\nSon of a son of a sailor\nSon of a gun, load the last ton\nOne step ahead ....................",celebrities,of the jailer,of the coast guard,of the killer,of the whaler,of the jailer
2895,I wake up in the morning and I ask myself\nIs life worth living should I blast myself\nIm tired of being poor and even worse Im black\nMy stomach hurts so Im lookin for a ...,celebrities,purse to snatch,a snack,some crack,purse to snatch,a bus to catch
2896,"With all this extra stressin\nThe question I wonder is after death, after my last breath\nWhen will I finally get to rest? Through this suppression\nthey punish the people thats ...",celebrities,asking questions,having obsessions,taking confessions,leaving no impressions,asking questions
2897,"Cause I bet Brenda doesnt even know\nJust cause your in the ghetto doesnt mean ya cant grow\nBut oh, thats a thought, my own revelation\nDo whatever it takes to...",celebrities,resist the temptation,cause a sensation,act without hesitation,resist the temptation,make a donation
2898,"We used to be like distant cousins, fightin, playin dozens\nWhole neighborhood buzzin, knowin, that we wasnt\nUsed to catch us on the roof or behind the stairs\nIm gettin blitzed and I reminisce on ...",celebrities,all the times we shared,all the bikes we repaired,all the clothes we wore,all the things we shared,all the times we shared
2899,"Id rather die like a man, than live like a coward\nTheres a ghetto up in Heaven and its ours, Black Power\nIs what we scream as we dream in a paranoid state\nAnd our fate, is ...",celebrities,a lifetime of hate,just great,just a long wait,to search of a mate,a lifetime of hate
2900,"Will there ever be peace?\nOr all we all just headed for doom,\nStill consumed by the beefs,\nAnd I know there ...",celebrities,never be peace,is needed peace,will someday be peace,never be peace,are just our beliefs
2901,Bury me smilin\nWith Gs in my pocket\nHave a party at my funeral\nLet ...,celebrities,every rapper rock it,everybody see it,me be free at last,every rapper come to it,every rapper rock it
2902,Cant sleep cause all the dirt make my heart hurt\nPut in work and shed tears for my dead peers\nMislead from childhood where I went astray\nTill this day I still pray for ...,celebrities,a better way,my own way,a better way,a change,a day when youll be OK
2903,"Now heres a story bout a woman with dreams\nSo picture perfect at thirteen, an ebony queen\nBeneath the surface it was more than just a crooked smile\nNobody knew about her secret so ...",celebrities,it took a while,she sent the file,she kept her style,it wasnt worthwhile,it took a while
2904,"Now aint nobody tell us it was fair\nNo love from my daddy cause the coward wasnt there\nHe passed away and I didnt cry, cause my anger\nWouldnt let me ...",celebrities,feel for a stranger,feel for a stranger,feel like a stranger,be a Texas ranger,notice the danger
2905,The following tracks are from this album.\nCant Stop\nSpend the Night With Me\nMelody Make Me Dance\nSomebody (The Girls Got)\nMoon Child James\nSha La La La La (Come Back Home)\nRock  Roll Control,celebrities,Glow,Street Songs,Bustin Out of L Seven,Garden of Love,Glow
2906,"Finish the popular catch phrase from the sketch about Rick James.\nIm Rick James, _______!",celebrities,"..., bitch!","..., dude!","..., bitch!","..., fag!","..., nigga!"
2907,"At an early age (12-14), Bob Hope won prizes for his impersonation of what person?",celebrities,Charlie Chaplin,Buster Keaton,Douglas Fairbanks,Charlie Chaplin,Winston Churchill
2908,In his youth Bob Hope boxed under what ring name?,celebrities,Packy East,Eternal Hope,Smacky Hope,Packy East,Ragin Robert
2910,"Bob Hope headlined over 60 tours for the USO overseas, helping support the US troops. What does USO stand for?",celebrities,United Services Organization,United Services Operations,United States Organization,United Services Organization,United States Operations
2911,During his lifetime Bob Hope was part-owner of the Cleveland Indians baseball team and what NFL football team?,celebrities,Los Angeles Rams,Cleveland Browns,Los Angeles Rams,Dallas Cowboys,San Diego Chargers
2912,How much money did Bob Hope donate to various causes according to his CNN obituary?,celebrities,1 billion,1 million,500 million,0,1 billion
2913,I talk to the trees\nbut they dont listen to me.\nI talk to the stars\nbut they never hear me.\nIn what movie did Clint Eastwood sing (sing is not a typo) I Talk to the Trees?,celebrities,Paint Your Wagon,Hang em High,The Gauntlet,Paint Your Wagon,Every Which Way but Loose
2914,Fill in the blank in this song by Elton John:\nRaised to be a lady by the golden rule\n_________ was the spawn of a public school.,celebrities,Alice,Jeannie,Amy,Sarah,Alice
2915,"Name the girl mentioned in the song Crocodile Rock.\nI remember when rock was young,\nMe and ________ had so much fun.",celebrities,Suzie,Suzie,Sandy,Stacy,Silvia
2916,"What is the title of the song by Elton John which contains these lyrics?\nAnd I want you to be my acrobat, I want you to be my lover\nOh there were others who would treat you cruel....",celebrities,Little Jeannie,Lady Samantha,Little Jeannie,Amy,Tiny Dancer
2917,What is the title of the song containing these lyrics?\nTread on my face if you like little lady\nTurn me inside out if you have to baby\nBut dont you cross me off your list\nI am young and I aint never been kissed\nNever been kissed by a lady called ______.,celebrities,Amy,Heather,Suzie,Samantha,Amy
2918,Whose song opens with these lines?\nCast a pebble on the water\nWatch the ripples gently spreading\nTiny daughter of the Camargue\nWe were meant to be together?,celebrities,Michelles Song,Michelles Song,Maggie Thatchers Song,Lady Samanthas Song,Little Jeannies Song
2919,"Which song by rock band Styx contains the following lyrics:\nSad story, old story\nBring out the band\nAnother divorce just a few hundred grand?",celebrities,"Half-Penny, Two-Penny","Half-Penny, Two-Penny",Another Divorce,Sad Story,Bring Out the Band
2920,"Name the Styx song which opens with the following lines:\nIts six oclock\nGood morning sounds are everywhere\nThe warmth of spring, a gentle breeze blows through my hair?",celebrities,Pieces of Eight,Morning Sounds,The Warmth of Spring,Eight Pieces,Pieces of Eight
2921,"Which Styx song, written by Glen Burtnik, contains these lines:\nPretty thing\nAll dressed up for the main attraction\nLike a baby doll looking for love?",celebrities,Love is the Ritual,Looking  for Love,Pretty Thing,Love is the Ritual,Call to the Wild
2922,"The following lyrics are from what 1979 song by Styx:\nBut Iâll be lonely without you, and Iâll need your love to see me through.\nPlease believe me, my heart is in your hands, and Iâll be missing you?",celebrities,Babe,Missing You,My Heart is in Your Hands,My Train is Leaving,Babe
2923,"Which song by American band Styx begins with these lines:\nAnother year has passed me by, still I look a myself and cry\nWhat kind of man have I become? All of the years Iâve spent in search of myself\nand Iâm still in the dark, âcause I canât seem to find the light alone?",celebrities,Man in the Wilderness,What Kind of Man Have I Become,Lonely Soldier,Man in the Wilderness,Still in the Dark
2924,Which song by Styx contains this line:\nWell Iâm so tired of losing- I got nothing to do and all day to do it.?,celebrities,Too Much Time on My Hands,Too Much Time on My Hands,So Tired,Nothing to Do,The Loser
2925,"Which Styx song from the album Equinox features these lyrics:\nBrighter than the stars forever,\nLorelei letâs live together,\nbrighter than the stars forever?",celebrities,Lorelei,Brighter Than the Stars,Lets Live Together,Lorelei,I Can Hardly Wait
2926,"Name the song by Styx which opens with the following lyrics:\nYou come to me girl tears are in your eyes\nYour headâs bowed in sorrow, you whisper your good-byes.",celebrities,After You Leave Me,Tears in Your Eyes,Goodbye,After You Leave Me,Where Can I Go
2927,"The following lyrics are part of which song by Styx:\nI swear I saw you, on a crowded street today\nI almost called your name, thinking of all those yesterdays\nHeaven help me, how I miss my friend?",celebrities,Dear John,Dear John,Well Meet Again,My Friend,Only Memories
2928,"The following lyrics are from which CCR hit song:\nJust got home from Illinois\nLock the front door, oh boy\nGot to sit down\nTake a rest on the porch?",celebrities,Looking Out my Backdoor,It Aint Me,Looking Out my Backdoor,Up Around the Bend,Fortunate Son
2929,Michelle Pfeiffer had her first major screen role in this 1980 film also starring Tony Danza.,celebrities,The Hollywood Knights,The Hollywood Knights,Love Field,Into the Night,Falling in Love Again
2930,This 1982 movie stars Maxwell Caulfield as an exchange student from England who arrives in the USA and is smitten with Stephanie Zinone played by Michelle Pfeiffer. She refuses the advances of this good student saying she needs a boy with a motorcycle.,celebrities,Grease 2,Grease 2,Grease 3,The Hollywood Knights,Cool Rider
2931,"This 1983 gangster film, directed by Brian De Palma, stars Michelle Pfeiffer as a drugged up girlfriend of a Miami drug lord named Tony Montana.",celebrities,Scarface,Married to the Mob,Goodfellas,Scarface,Dangerous Liaisons
2932,"Peter Gallagher stars with Michelle Pfeiffer in this movie about a husband who loses his wife in a horrible accident but still spends time on the beach with her spirit, neglecting his teenage daughter, played by Claire Danes.",celebrities,To Gillian on Her 37th Birthday,Love Field,The Deep End of the Ocean,To Gillian on Her 37th Birthday,Up Close and Personal
2933,"In this movie, Sean Penn stars as a mentally challenged adult who is single-handedly raising his daughter until questions arise about his ability to care for the girl and a custody case is brought to the court. Michelle Pfeiffer plays the lawyer who works with him to help him keep custody of his little girl.",celebrities,I Am Sam,Being John Malkovich,The Age of Innocence,One Fine Day,I Am Sam
2934,"In this 1992 superhero film, Michelle Pfeiffer plays Selina Kyle, a timid secretary, who discovers her bosss evil plan to suck power from the city.",celebrities,Batman Returns,Batman Forever,Batman Returns,Batman and Robin,Batman
2935,"In this movie, based on the true story of LouAnne Johnson, Michelle Pfeiffer plays a retired U.S. Marine, who becomes an English teacher in East Palo Alto, California.",celebrities,Dangerous Minds,Freedom Writers,Dangerous Minds,Sweet Liberty,One too Many
2936,"In this 1988 comedy, Michelle Pfeiffer plays Angela deMarco who tries to leave the criminal lifestyle after her gangster husband Frank, played by Alec Baldwin is murdered.",celebrities,Married to the Mob,Married to the Mob,The Fabulous Baker Boys,Love Field,Scarface
2937,"This movie stars Michelle Pfeiffer as Claire Spencer, wife of a renowned scientist, played by Harrison Ford. Claire believes she is being haunted and begins to experience paranormal events and in the end solves the murder of a young woman.",celebrities,What Lies Beneath,Into the Night,What Lies Beneath,White Oleander,Dangerous Minds
2938,"Michelle Pfeiffer stars with Robert Redford in this 1996 drama/romance, inspired by the story of Jessica Savitch who, in the 1970s became the first female anchor on American television.",celebrities,Up Close and Personal,One Fine Day,The Deep End of the Ocean,The Age of Innocence,Up Close and Personal
2939,Michelle Pfeiffer stars with Jack Nicholson and James Spader in this 1994 horror film about werewolves.,celebrities,Wolf,The Wolf In Us All,Wolf,Werewolf,The Wolfman
2940,"In this 2002 dramatic film Michelle Pfeiffer plays Ingrid Magnussen, a free-spirited mother who falls in love and then murders the man that broke her heart, receiving a life sentence in prison and throwing her 15-year-old daughter into foster care.",celebrities,White Oleander,Into the Night,The Story of Us,What Lies Beneath,White Oleander
2941,"In this animated film Michelle Pfeiffer voices Eris, the Greek goddess of chaos.",celebrities,Sindbad: Legend of the Seven Seas,The Emperors New Grove,Sindbad: Legend of the Seven Seas,Hercules,Atlantis: The Lost World
2942,"This 1999 movie, based on a best selling novel by Jacquelyn Mitchard, stars Michelle Pfeiffer as a mother whose youngest son is kidnapped by a mentally ill woman who raises him as her own for 9 years, until he happens to show up on his real familys door step, asking if they need their lawn mowed.",celebrities,The Deep End of the Ocean,The Story of Us,I Am Sam,The Deep End of the Ocean,To Gillian on Her 37th Birthday
2943,Michelle Pfeiffer stars alongside George Clooney in this romantic comedy about two single parents with hectic lives and two kids to look after. They form an instant hatred towards each other that blossoms into love.,celebrities,One Fine Day,One Fine Day,Falling in Love Again,The Story of Us,Frankie and Johnny
2944,What is the middle name of Captain James Kirk who was portrayed by William Shatner in\nStar Trek: The Original Series?,celebrities,Tiberius,Tiberius,Thresher,Thornton,Tavarian
